"name","gender","country","sport","birth_date","height","weight","age"
"McMASTER Kyron","Male","Virgin Islands, B","Athletics",1997-01-03,185,0,27
"ADAM Ibadulla","Male","Maldives","Athletics",2002-01-14,170,0,22
"BENATI Lorenzo","Male","Italy","Athletics",2002-04-05,197,0,22
"RIGALI Roberto","Male","Italy","Athletics",1995-01-07,180,0,29
"SIMONELLI Lorenzo Ndele","Male","Italy","Athletics",2002-06-01,189,0,22
"CESTONARO Ottavia","Female","Italy","Athletics",1995-01-12,175,0,29
"PALMISANO Antonella","Female","Italy","Athletics",1991-08-06,166,0,32
"STANO Massimo","Male","Italy","Athletics",1992-02-27,179,0,32
"TRAPLETTI Valentina","Female","Italy","Athletics",1985-07-12,173,0,39
"MELON Chiara","Female","Italy","Athletics",1999-10-08,166,0,24
"PETTOROSSI Diego Aldo","Male","Italy","Athletics",1997-01-13,186,0,27
"BURZALOVA Hana","Female","Slovakia","Athletics",2000-11-03,165,0,23
"CERNY Dominik","Male","Slovakia","Athletics",1997-11-01,190,0,26
"FORSTER Viktoria","Female","Slovakia","Athletics",2002-04-08,162,0,22
"GAJANOVA Gabriela","Female","Slovakia","Athletics",1999-10-12,168,0,24
"KATERINKA CZAKOVA Maria","Female","Slovakia","Athletics",1988-10-02,166,0,35
"MORVAY Michal","Male","Slovakia","Athletics",1996-08-19,178,0,27
"LINDFORS Caisa-Marie","Female","Sweden","Athletics",2000-08-05,185,0,23
"WIKSTROM Carolina","Female","Sweden","Athletics",1993-09-04,170,0,30
"DUPLANTIS Armand","Male","Sweden","Athletics",1999-11-10,181,0,24
"JOHANSSON Axelina","Female","Sweden","Athletics",2000-04-20,175,0,24
"BENGTSTROM Carl","Male","Sweden","Athletics",2000-01-13,180,0,24
"STAHL Daniel","Male","Sweden","Athletics",1992-08-27,202,0,31
"ROOS Fanny","Female","Sweden","Athletics",1995-01-02,172,0,29
"LARSSON Henrik","Male","Sweden","Athletics",1999-09-30,186,0,24
"KRAMER Andreas","Male","Sweden","Athletics",1997-04-13,190,0,27
"HENRIKSSON Julia","Female","Sweden","Athletics",2000-07-11,168,0,24
"ALMGREN Andreas","Male","Sweden","Athletics",1995-06-12,177,0,29
"ASKAG Maja","Female","Sweden","Athletics",2002-12-18,177,0,21
"LINDAHL Nora","Female","Sweden","Athletics",2004-09-10,170,0,19
"EDLUND Oskar","Male","Sweden","Athletics",2002-11-16,190,0,21
"KARLSTROM Perseus","Male","Sweden","Athletics",1990-05-02,184,0,34
"CARLSSON Ragnar","Male","Sweden","Athletics",2000-11-16,181,0,23
"PIHLSTROM Samuel","Male","Sweden","Athletics",2001-03-08,187,0,23
"HASSAN Suldan","Male","Sweden","Athletics",1998-04-01,181,0,26
"LOFMAN Thea","Female","Sweden","Athletics",2003-09-08,178,0,20
"MONTLER Thobias","Male","Sweden","Athletics",1996-02-15,187,0,28
"KAMGA Vanessa","Female","Sweden","Athletics",1998-11-19,177,0,25
"ERLANDSSON Erik","Male","Sweden","Athletics",2004-05-22,185,0,20
"CARABANA Nahuel","Male","Andorra","Athletics",1999-11-10,171,0,24
"DERKACH Dariya","Female","Italy","Athletics",1993-03-27,166,0,31
"BOUIH Yassin","Male","Italy","Athletics",1996-11-24,180,0,27
"RIVA Federico","Male","Italy","Athletics",2000-11-09,185,0,23
"ORSONI Riccardo","Male","Italy","Athletics",2000-01-20,180,0,24
"QUERINJEAN Ruben","Male","Luxembourg","Athletics",2001-12-22,193,0,22
"HOFFMANN Vera","Female","Luxembourg","Athletics",1996-11-02,170,0,27
"FIRISUA Sharon","Female","Solomon Islands","Athletics",1993-12-15,152,0,30
"LAVSKYY Vladyslav","Male","Ukraine","Athletics",2000-03-16,178,0,24
"OLYANOVSKA Lyudmila","Female","Ukraine","Athletics",1993-02-20,174,0,31
"KORSUN Olha","Female","Ukraine","Athletics",1996-11-11,174,0,27
"SOBCHUK Olena","Female","Ukraine","Athletics",1995-11-23,172,0,28
"MELNYK Tetyana","Female","Ukraine","Athletics",1995-04-02,185,0,29
"SVITLYCHNYI Serhii","Male","Ukraine","Athletics",1994-07-13,171,0,30
"BEKH-ROMANCHUK Maryna","Female","Ukraine","Athletics",1995-07-18,174,0,29
"LEVCHENKO Yuliia","Female","Ukraine","Athletics",1997-11-28,179,NA,26
"RYZHYKOVA Anna","Female","Ukraine","Athletics",1989-11-24,176,0,34
"SHOSTAK Maryana","Female","Ukraine","Athletics",2000-10-24,170,0,23
"KLYMETS Iryna","Female","Ukraine","Athletics",1994-10-04,168,0,29
"KOKOSHKO Roman","Male","Ukraine","Athletics",1996-08-16,198,0,27
"FELFNER Artur","Male","Ukraine","Athletics",2003-10-17,182,0,20
"MAHUCHIKH Yaroslava","Female","Ukraine","Athletics",2001-09-19,180,0,22
"SHEVCHUK Hanna","Female","Ukraine","Athletics",1996-07-18,164,0,28
"POHORILKO Oleksandr","Male","Ukraine","Athletics",2000-04-16,183,0,24
"KOKHAN Mykhaylo","Male","Ukraine","Athletics",2001-01-22,182,0,23
"SAKHARUK Mariia","Female","Ukraine","Athletics",1995-10-14,165,0,28
"DOROSHCHUK Oleh","Male","Ukraine","Athletics",2001-07-04,200,0,23
"BANZERUK Ivan","Male","Ukraine","Athletics",1990-02-09,180,0,34
"HLAVAN Ihor","Male","Ukraine","Athletics",1990-09-25,172,0,33
"GERASHCHENKO Iryna","Female","Ukraine","Athletics",1995-03-10,181,0,29
"DANYLENKO Danylo","Male","Ukraine","Athletics",1994-10-10,190,0,29
"TKACHUK Viktoriya","Female","Ukraine","Athletics",1994-11-08,178,0,29
"PROTSENKO Andrii","Male","Ukraine","Athletics",1988-05-20,194,0,36
"AFRIFAH Blessing Akwasi","Male","Israel","Athletics",2003-10-26,180,0,20
"AMARE Girmaw","Male","Israel","Athletics",1987-10-26,172,0,36
"ALAME Haimro","Male","Israel","Athletics",1990-06-08,175,0,34
"ZANGO Hugues Fabrice","Male","Burkina Faso","Athletics",1993-06-25,180,0,31
"KOALA Marthe","Female","Burkina Faso","Athletics",1994-03-08,182,0,30
"LOUIS Marc Brian","Male","Singapore","Athletics",2002-08-07,174,0,21
"TEFERI Maru","Male","Israel","Athletics",1992-08-17,164,0,31
"AYALE Gashau","Male","Israel","Athletics",1996-08-22,172,0,27
"GACKA Kinga","Female","Poland","Athletics",2001-10-25,168,0,22
"HARATYK Michal","Male","Poland","Athletics",1992-04-10,194,0,32
"KAROLEWSKI Marcin","Male","Poland","Athletics",2002-12-16,186,0,21
"KROLIK Kinga","Female","Poland","Athletics",1999-09-26,181,0,24
"MRZYGLOD Cyprian","Male","Poland","Athletics",1998-02-02,185,0,26
"POPOWICZ-DRAPALA Marika","Female","Poland","Athletics",1988-04-28,164,0,36
"RZEZNICZAK Mateusz","Male","Poland","Athletics",1998-07-23,193,0,26
"SULEK-SCHUBERT Adrianna","Female","Poland","Athletics",1999-04-03,172,0,25
"SWIETY-ERSETIC Justyna","Female","Poland","Athletics",1992-12-03,167,0,31
"SWOBODA Ewa","Female","Poland","Athletics",1997-07-26,167,0,27
"SZWED Maksymilian","Male","Poland","Athletics",2004-08-06,185,0,19
"SZYMANSKI Jakub","Male","Poland","Athletics",2002-07-22,190,0,22
"TOMALA Dawid","Male","Poland","Athletics",1989-08-27,182,0,34
"WDOWIK Oliwer","Male","Poland","Athletics",2002-01-03,176,0,22
"WEGNER Dawid","Male","Poland","Athletics",2000-04-23,191,0,24
"WRONA-KUTRZEPA Alicja","Female","Poland","Athletics",1996-01-11,173,0,28
"ZABAWSKA Daria","Female","Poland","Athletics",1995-04-16,186,0,29
"ANDREJCZYK Maria","Female","Poland","Athletics",1996-03-09,174,0,28
"BEN HLIMA Maher","Male","Poland","Athletics",1989-07-24,183,0,35
"BOGACZYNSKI Igor","Male","Poland","Athletics",2003-11-07,182,0,20
"BORKOWSKI Mateusz","Male","Poland","Athletics",1997-04-02,189,0,27
"BUKOWIECKI Konrad","Male","Poland","Athletics",1997-03-17,191,0,27
"CHOJECKA Olga","Female","Poland","Athletics",1997-06-30,167,0,27
"CZYKIER Damian","Male","Poland","Athletics",1992-08-10,191,0,31
"DUSZYNSKI Kajetan","Male","Poland","Athletics",1995-05-12,194,0,29
"ELLWARD Agnieszka","Female","Poland","Athletics",1989-03-26,165,0,35
"FAJDEK Pawel","Male","Poland","Athletics",1989-06-04,186,0,35
"FORMELLA Aleksandra","Female","Poland","Athletics",2001-10-27,181,0,22
"GRZEGORZEWICZ Patryk","Male","Poland","Athletics",2002-05-26,190,0,22
"HOROWSKA Nikola","Female","Poland","Athletics",2001-01-03,173,0,23
"KACZMAREK Natalia","Female","Poland","Athletics",1998-01-17,174,0,26
"KARDASZ Klaudia","Female","Poland","Athletics",1996-05-02,179,0,28
"KILJAN Krzysztof","Male","Poland","Athletics",1999-12-30,187,0,24
"KOMANSKI Albert","Male","Poland","Athletics",2000-02-07,197,0,24
"KONIECZEK Aneta","Female","Poland","Athletics",1997-06-08,174,0,27
"KONIECZEK Alicja","Female","Poland","Athletics",1994-11-02,169,0,29
"KOPRON Malwina","Female","Poland","Athletics",1994-11-16,168,0,29
"KOTWILA Martyna","Female","Poland","Athletics",1999-01-13,168,0,25
"KRUKOWSKI Marcin","Male","Poland","Athletics",1992-06-14,184,0,32
"KUS Anastazja","Female","Poland","Athletics",2007-05-11,175,0,17
"LISEK Piotr","Male","Poland","Athletics",1992-08-16,194,0,31
"LISOWSKA Aleksandra","Female","Poland","Athletics",1990-12-12,167,0,33
"LIZAKOWSKA Weronika","Female","Poland","Athletics",1998-11-02,168,0,25
"MACH Angelika","Female","Poland","Athletics",1991-09-07,152,0,32
"NIEMCZYK Magdalena","Female","Poland","Athletics",2003-03-25,165,0,21
"NOWICKI Wojciech","Male","Poland","Athletics",1989-02-22,197,0,35
"PLOCINSKA Aleksandra","Female","Poland","Athletics",1999-10-05,168,0,24
"RAK Fili","Male","Poland","Athletics",2003-02-03,185,0,21
"ROMASZKO Monika","Female","Poland","Athletics",2002-04-13,178,0,22
"SKRZYSZOWSKA Pia","Female","Poland","Athletics",2001-04-20,167,0,23
"SOBERA Robert","Male","Poland","Athletics",1991-01-19,191,0,33
"SOLTYSIAK Daniel","Male","Poland","Athletics",2001-09-06,184,0,22
"STEFANOWICZ Magdalena","Female","Poland","Athletics",2000-09-21,168,0,23
"TSIMANOUSKAYA Krystsina","Female","Poland","Athletics",1996-11-19,168,0,27
"WIELGOSZ Anna","Female","Poland","Athletics",1993-11-09,163,0,30
"WLODARCZYK Anita","Female","Poland","Athletics",1985-08-08,177,0,38
"ZALEWSKI Karol","Male","Poland","Athletics",1993-08-07,189,0,30
"ZDZIEBLO Katarzyna","Female","Poland","Athletics",1996-11-28,162,0,27
"ZODZIK Maria","Female","Poland","Athletics",1997-01-19,187,0,27
"VICTOR Lindon","Male","Grenada","Athletics",1993-02-28,185,0,31
"PETERS Anderson","Male","Grenada","Athletics",1997-10-21,185,0,26
"HAZZARD Halle","Female","Grenada","Athletics",1999-02-04,168,0,25
"ORTEGA Alejandra","Female","Mexico","Athletics",1994-07-08,166,0,30
"BEDDOES Alex","Male","Cook Islands","Athletics",1995-07-09,181,0,29
"TRAN Thi Nhi Yen","Female","Vietnam","Athletics",2005-07-09,172,0,19
"THOMSEN Marcus","Male","Norway","Athletics",1998-01-07,186,0,26
"HENRIKSEN Eivind","Male","Norway","Athletics",1990-09-14,192,0,33
"IUEL Amalie","Female","Norway","Athletics",1994-04-17,179,0,30
"JAEGER Henriette","Female","Norway","Athletics",2003-06-30,170,0,21
"MOEN Sondre Nordstad","Male","Norway","Athletics",1991-01-12,180,0,33
"ROOTH Markus","Male","Norway","Athletics",2001-12-22,182,0,22
"RETZIUS Lene Onsrud","Female","Norway","Athletics",1996-01-04,178,0,28
"KLOSTER Line","Female","Norway","Athletics",1990-02-27,179,0,34
"GUTTORMSEN Simen","Male","Norway","Athletics",2001-01-19,181,0,23
"GUTTORMSEN Sondre","Male","Norway","Athletics",1999-06-01,185,0,25
"MEZNGI Zerei Kbrom","Male","Norway","Athletics",1986-01-12,189,0,38
"INGVALDSEN Havard Bentdal","Male","Norway","Athletics",2002-09-21,191,0,21
"GROVDAL Karoline Bjerkeli","Female","Norway","Athletics",1990-06-14,171,0,34
"LILLEFOSSE Pal Haugen","Male","Norway","Athletics",2001-06-04,183,0,23
"MARDAL Thomas","Male","Norway","Athletics",1997-04-16,186,0,27
"SKOTHEIM Sander","Male","Norway","Athletics",2002-05-31,190,0,22
"NADEEM Arshad","Male","Pakistan","Athletics",1997-01-02,190,0,27
"RIAZ Faiqa","Female","Pakistan","Athletics",1999-09-06,163,0,24
"KAPIRANTE David Sanayek","Male","Kenya","Athletics",2000-05-20,176,0,24
"MUKANDANGA Clementine","Female","Rwanda","Athletics",1985-12-08,158,0,38
"FRASER-PRYCE Shelly-Ann","Female","Jamaica","Athletics",1986-12-27,152,0,37
"MARGHIEV Serghei","Male","Republic of Moldova","Athletics",1992-11-06,195,0,31
"MARGHIEVA Zalina","Female","Republic of Moldova","Athletics",1988-02-05,171,0,36
"MARDARE Andrian","Male","Republic of Moldova","Athletics",1995-06-20,194,0,29
"BEZEDE Dimitriana","Female","Republic of Moldova","Athletics",1994-04-12,174,0,30
"EMILIANOV Alexandra","Female","Republic of Moldova","Athletics",1999-09-19,184,0,24
"LLANO Beatrice Nedberge","Female","Norway","Athletics",1997-12-14,169,0,26
"NORDAS Narve Gilje","Male","Norway","Athletics",1998-09-30,186,0,25
"BROMFIELD Junelle","Female","Jamaica","Athletics",1998-02-08,172,0,26
"CLAYTON Tia","Female","Jamaica","Athletics",2004-08-17,157,0,19
"DISTIN Lamara","Female","Jamaica","Athletics",2000-03-03,192,0,24
"GOULE-TOPPIN Natoya","Female","Jamaica","Athletics",1991-03-30,162,0,33
"HALL Samantha","Female","Jamaica","Athletics",1993-04-19,180,0,31
"KNIGHT Andrenette","Female","Jamaica","Athletics",1996-11-19,170,0,27
"NUGENT Ackera","Female","Jamaica","Athletics",2002-04-29,177,0,22
"PRYCE Nickisha","Female","Jamaica","Athletics",2001-03-07,168,0,23
"REID Alana","Female","Jamaica","Athletics",2005-01-20,177,0,19
"MAKATISI Mokulubete Blandina","Female","Lesotho","Athletics",1995-09-01,0,0,28
"DUDYCHA Jakub","Male","Czechia","Athletics",2005-09-05,191,0,18
"HABARTA Tomas","Male","Czechia","Athletics",2003-07-10,191,0,21
"HAJEK Patrik","Male","Czechia","Athletics",1998-11-11,179,0,25
"HLAVAC Vit","Male","Czechia","Athletics",1997-02-26,187,0,27
"HOLY David","Male","Czechia","Athletics",1998-03-04,191,0,26
"HROCHOVA Tereza","Female","Czechia","Athletics",1996-02-24,158,0,28
"HRUBA Michaela","Female","Czechia","Athletics",1998-02-21,188,0,26
"JICHOVA Nikoleta","Female","Czechia","Athletics",2000-08-29,178,0,23
"JUSKA Radek","Male","Czechia","Athletics",1993-03-08,194,0,31
"MANUEL Lurdes Gloria","Female","Czechia","Athletics",2005-07-12,170,0,19
"KRSEK Matej","Male","Czechia","Athletics",2000-05-13,185,0,24
"KUBELIK Eduard","Male","Czechia","Athletics",2002-10-08,185,0,21
"MACIK Ondrej","Male","Czechia","Athletics",2001-01-12,177,0,23
"MANASOVA Karolina","Female","Czechia","Athletics",2003-11-26,165,0,20
"MARTINKOVA Eliska","Female","Czechia","Athletics",2002-01-27,169,0,22
"MEINDLSCHMID Petr","Male","Czechia","Athletics",2006-01-15,184,0,18
"MULLER Vit","Male","Czechia","Athletics",1996-08-31,188,0,27
"NEMEJC Tomas","Male","Czechia","Athletics",2000-02-24,183,0,24
"OGRODNIKOVA Nikola","Female","Czechia","Athletics",1990-08-18,171,NA,33
"PETRZILKOVA Tereza","Female","Czechia","Athletics",1993-09-10,169,0,30
"SASINEK MAKI Kristiina","Female","Czechia","Athletics",1991-09-22,170,0,32
"SCERBA Matej","Male","Czechia","Athletics",1998-12-09,185,0,25
"SICAKOVA Petra","Female","Czechia","Athletics",2003-04-14,173,0,21
"STANEK Tomas","Male","Czechia","Athletics",1991-06-13,190,0,33
"STEFELA Jan","Male","Czechia","Athletics",2001-04-20,192,0,23
"STEWARTOVA Moira","Female","Czechia","Athletics",1995-06-09,173,0,29
"SVABIKOVA Amalie","Female","Czechia","Athletics",1999-11-22,181,0,24
"VADLEJCH Jakub","Male","Czechia","Athletics",1990-10-10,190,0,33
"VONDROVA Lada","Female","Czechia","Athletics",1999-09-06,166,0,24
"MYSLYVCUK Volodymyr","Male","Czechia","Athletics",1996-04-25,190,0,28
"NTAKARUTIMANA Egide","Male","Burundi","Athletics",1997-10-21,174,0,26
"KWIZERA Rodrigue","Male","Burundi","Athletics",1999-10-10,175,0,24
"SMITH Ackelia","Female","Jamaica","Athletics",2002-02-05,174,0,22
"TRACEY Adelle","Female","Jamaica","Athletics",1993-05-27,170,0,31
"WARHOLM Karsten","Male","Norway","Athletics",1996-02-28,188,0,28
"KELETELA Dorian","Male","EOR","Athletics",1999-02-06,173,0,25
"ABAROGE Farida","Female","EOR","Athletics",1994-01-01,0,0,30
"EISA MOHAMMED Jamal Abdelmaji","Male","EOR","Athletics",1993-08-25,178,0,30
"ALSALAMI Mohammad Amin","Male","EOR","Athletics",1994-07-25,0,0,30
"SULIMAN Musa","Male","EOR","Athletics",2004-06-15,182,0,20
"NAKANG Perina Lokure","Female","EOR","Athletics",2003-01-01,0,0,21
"GABRIYESOS Tachlowini","Male","EOR","Athletics",1998-01-01,174,0,26
"HANSEN Simon","Male","Denmark","Athletics",1998-06-30,178,0,26
"PEDERSEN Lisa Brix","Female","Denmark","Athletics",1996-08-16,180,0,27
"JACOBSEN Katrine Koch","Female","Denmark","Athletics",1999-06-24,177,0,25
"KARSTOFT Ida","Female","Denmark","Athletics",1995-10-29,177,0,28
"BACARI Elie","Male","Belgium","Athletics",2003-10-14,193,0,20
"BORLEE Dylan","Male","Belgium","Athletics",1992-09-20,190,0,31
"BROEDERS Ben","Male","Belgium","Athletics",1995-06-21,179,0,29
"CARMOY Thomas","Male","Belgium","Athletics",2000-02-16,187,0,24
"CLAES Hanne","Female","Belgium","Athletics",1991-08-04,173,0,32
"COUCKUYT Paulien","Female","Belgium","Athletics",1997-05-19,174,0,27
"CRESTAN Eliott","Male","Belgium","Athletics",1999-02-22,182,0,25
"de NAEYER Janie","Female","Belgium","Athletics",2001-08-17,164,0,22
"de SMET Tibo","Male","Belgium","Athletics",1999-05-28,187,0,25
"DOOM Alexander","Male","Belgium","Athletics",1997-04-25,192,0,27
"HERBIET Chloe","Female","Belgium","Athletics",1998-12-03,160,0,25
"HERMAN Timothy","Male","Belgium","Athletics",1990-10-19,179,0,33
"HEYMANS John","Male","Belgium","Athletics",1998-01-09,176,0,26
"IGUACEL Christian","Male","Belgium","Athletics",1996-05-02,198,0,28
"KIMELI Isaac","Male","Belgium","Athletics",1994-03-09,178,0,30
"LAUS Camille","Female","Belgium","Athletics",1993-05-23,168,0,31
"MABILLE Florent","Male","Belgium","Athletics",1996-10-27,181,0,27
"MEHUYS Elise","Female","Belgium","Athletics",1995-11-01,162,0,28
"NAERT Koen","Male","Belgium","Athletics",1989-09-03,182,0,34
"NKANSA Delphine","Female","Belgium","Athletics",2001-09-21,164,0,22
"OBASUYI Michael","Male","Belgium","Athletics",1999-08-12,189,0,24
"PONETTE Helena","Female","Belgium","Athletics",2000-02-03,174,0,24
"SACOOR Jonathan","Male","Belgium","Athletics",1999-09-01,185,0,24
"SCHOEMAKER Liefde","Female","Belgium","Athletics",2002-12-06,174,0,21
"VERMEULEN Jochem","Male","Belgium","Athletics",1998-08-02,182,0,25
"VIDTS Noor","Female","Belgium","Athletics",1996-05-30,176,0,28
"VINCKE Rani","Female","Belgium","Athletics",2000-03-01,160,0,24
"CLAXTON Grace","Female","Puerto Rico","Athletics",1993-08-19,158,0,30
"AWALI BOUBACAR Samira","Female","Niger","Athletics",2000-04-10,177,0,24
"AMARE Samsom","Male","Eritrea","Athletics",1994-01-01,175,0,30
"DAVLYATOV Shokhrukh","Male","Uzbekistan","Athletics",1996-03-07,173,0,28
"SADULLAYEVA Safina","Female","Uzbekistan","Athletics",1998-03-04,178,0,26
"DAVRONOVA Sharifa","Female","Uzbekistan","Athletics",2006-09-27,170,0,17
"ANVAROV Anvar","Male","Uzbekistan","Athletics",2000-10-22,179,0,23
"GIRMA Lamecha","Male","Ethiopia","Athletics",2000-11-26,187,0,23
"WALE Getnet","Male","Ethiopia","Athletics",2000-07-16,180,0,24
"FIREWU Samuel","Male","Ethiopia","Athletics",2004-05-03,170,0,20
"ALMAYEW Sembo","Female","Ethiopia","Athletics",2005-01-24,167,0,19
"MULETA Lomi","Female","Ethiopia","Athletics",2001-11-29,167,0,22
"ASHRAF Shahd","Female","Qatar","Athletics",2003-09-16,174,0,20
"MAIBUCA Karalo Hepoiteloto","Male","Tuvalu","Athletics",1999-06-10,176,0,25
"HASSAN Ali Idow","Male","Somalia","Athletics",1998-07-01,178,0,26
"MANATOA Temalini","Female","Tuvalu","Athletics",2004-04-21,0,0,20
"ABDALLA Yaseen","Male","Sudan","Athletics",2001-08-13,0,0,22
"MATADI Emmanuel","Male","Liberia","Athletics",1991-04-15,183,0,33
"FAHNBULLEH Joseph","Male","Liberia","Athletics",2001-09-11,188,0,22
"REEVES Jabez","Male","Liberia","Athletics",2002-09-09,180,0,21
"SHERMAN John","Male","Liberia","Athletics",2004-10-04,183,0,19
"SIRLEAF Akeem","Male","Liberia","Athletics",1997-03-10,175,0,27
"MORRISON Ebony","Female","Liberia","Athletics",1994-12-28,165,0,29
"SMITH-BARNETT Destiny","Female","Liberia","Athletics",1996-07-26,168,0,28
"DAVIES Thelma","Female","Liberia","Athletics",2000-05-08,163,0,24
"SIMBU Alphonce Felix","Male","Tanzania","Athletics",1992-02-14,174,0,32
"OBST Marie-Therese","Female","Norway","Athletics",1996-01-07,168,0,28
"INGEBRIGTSEN Jakob","Male","Norway","Athletics",2000-09-19,187,0,23
"GASPARELLI Alessandra","Female","San Marino","Athletics",2004-09-03,162,0,19
"PAULINO Marileidy","Female","Dominican Republic","Athletics",1996-10-25,172,0,27
"KING Robert","Male","Dominican Republic","Athletics",1996-03-05,180,0,28
"BAILEY Sean","Male","Jamaica","Athletics",1997-07-15,155,0,27
"AKAKPO Naomi","Female","Togo","Athletics",2000-12-17,170,0,23
"BECKFORD Romaine","Male","Jamaica","Athletics",2002-07-09,195,0,22
"BEKELE Kenenisa","Male","Ethiopia","Athletics",1982-06-13,165,0,42
"BROADBELL Rasheed","Male","Jamaica","Athletics",2000-08-13,186,0,23
"TOLA Tamirat","Male","Ethiopia","Athletics",1991-08-11,180,0,32
"ASSEFA Tigst","Female","Ethiopia","Athletics",1996-12-03,167,0,27
"GEBRESLASE Gotytom","Female","Ethiopia","Athletics",1995-01-15,160,0,29
