"name","gender","country","sport","birth_date","height","weight","age"
"BOUDIAF Saoussen","Female","Algeria","Fencing",1993-12-31,0,0,30
"KEHLI Zohra Nora","Female","Algeria","Fencing",2001-01-17,0,0,23
"MOHAMED BELKEBIR Kaouther","Female","Algeria","Fencing",2003-08-05,0,0,20
"BENADOUDA Chaima","Female","Algeria","Fencing",2003-12-17,0,0,20
"HEROUI Salim","Male","Algeria","Fencing",1999-03-19,0,0,25
"TULEN Tristan","Male","Netherlands","Fencing",1991-07-22,0,0,33
"KHODIR Yassin","Male","Egypt","Fencing",2005-04-04,0,0,19
"WAKIM Philippe","Male","Lebanon","Fencing",2000-03-06,0,0,24
"CHAN Nok Sze Daphne","Female","Hong Kong, China","Fencing",2005-03-12,0,0,19
"ARFA Fares","Male","Canada","Fencing",1994-10-16,0,0,29
"BRIND'AMOUR Pamela","Female","Canada","Fencing",1993-01-12,0,0,31
"BROSZUS Blake","Male","Canada","Fencing",2000-11-22,0,0,23
"CAUCHON Francois","Male","Canada","Fencing",2000-04-26,0,0,24
"DESROSIERS Olivier","Male","Canada","Fencing",2004-08-21,0,0,19
"FANG Sabrina","Female","Canada","Fencing",2005-06-22,0,0,19
"GORDON Shaul","Male","Canada","Fencing",1994-07-11,0,0,30
"GU Daniel","Male","Canada","Fencing",1998-05-20,0,0,26
"GUO Jessica Zi Jia","Female","Canada","Fencing",2005-06-23,0,0,19
"HAMILTON Bogdan","Male","Canada","Fencing",2004-01-02,0,0,20
"HARVEY Eleanor","Female","Canada","Fencing",1995-01-14,0,0,29
"van HAASTER Maximilien","Male","Canada","Fencing",1992-06-19,0,0,32
"XIAO Ruien","Female","Canada","Fencing",2007-11-07,0,0,16
"ZHANG Nicholas","Male","Canada","Fencing",2006-06-20,0,0,18
"ZHANG Yunjia","Female","Canada","Fencing",2007-09-14,0,0,16
"BAYARD Alexis","Male","Switzerland","Fencing",1996-06-11,0,0,28
"BRUNNER Pauline","Female","Switzerland","Fencing",1994-12-03,0,0,29
"UWIHOREYE Tufaha","Female","Rwanda","Fencing",1996-01-01,0,0,28
"CATANTAN Samantha Kyle","Female","Philippines","Fencing",2002-02-01,0,0,22
"JIAO Enqi","Female","China","Fencing",2006-01-18,0,0,18
"BLANCO Luisa","Female","Colombia","Gymnastics",2001-11-18,0,0,22
"MORENO Alexa","Female","Mexico","Gymnastics",1994-08-08,0,0,29
"SANDOVAL Ahtziri","Female","Mexico","Gymnastics",1996-10-05,0,0,27
"OLFATI Mahdi","Male","IR Iran","Gymnastics",2001-03-06,0,0,23
"Mc CLENAGHAN Rhys","Male","Ireland","Gymnastics",1999-07-21,0,0,25
"ESCALERA Natalia","Female","Mexico","Gymnastics",2002-07-03,0,0,22
"NEMOUR Kaylia","Female","Algeria","Gymnastics",2006-12-30,0,0,17
"BARBOSU Ana","Female","Romania","Gymnastics",2006-07-26,0,0,18
"COSMAN Lilia","Female","Romania","Gymnastics",2007-08-06,0,0,16
"GHIGOARTA Amalia","Female","Romania","Gymnastics",2007-01-28,0,0,17
"MANECA-VOINEA Sabrina","Female","Romania","Gymnastics",2007-06-04,0,0,17
"PREDA Andreea","Female","Romania","Gymnastics",2006-05-23,0,0,18
"MUNTEAN Andrei-Vasile","Male","Romania","Gymnastics",1993-01-30,0,0,31
"ABBADINI Yumin","Male","Italy","Gymnastics",2001-05-06,0,0,23
"BARTOLINI Nicola","Male","Italy","Gymnastics",1996-02-07,0,0,28
"CASALI Lorenzo Minh","Male","Italy","Gymnastics",2002-09-12,0,0,21
"MACCHIATI Mario","Male","Italy","Gymnastics",1999-11-27,0,0,24
"MACCHINI Carlo","Male","Italy","Gymnastics",1996-05-05,0,0,28
"D'AMATO Alice","Female","Italy","Gymnastics",2003-02-07,0,0,21
"GEORGIOU Marios","Male","Cyprus","Gymnastics",1997-11-10,0,0,26
"VILLA Giorgia","Female","Italy","Gymnastics",2003-02-23,0,0,21
"IORIO Elisa","Female","Italy","Gymnastics",2003-03-21,0,0,21
"ANDREOLI Angela","Female","Italy","Gymnastics",2006-06-06,0,0,18
"ESPOSITO Manila","Female","Italy","Gymnastics",2006-11-02,0,0,17
"MAHMOUD Jana","Female","Egypt","Gymnastics",2004-08-17,0,0,19
"MOHAMED Omar","Male","Egypt","Gymnastics",1999-02-10,0,0,25
"PENEV Kevin","Male","Bulgaria","Gymnastics",2000-03-30,0,0,24
"GEORGIEVA Valentina","Female","Bulgaria","Gymnastics",2006-07-28,0,0,17
"ABU AL SOUD Ahmad","Male","Jordan","Gymnastics",1995-07-05,0,0,29
"MOERZ Charlize","Female","Austria","Gymnastics",2005-10-10,0,0,18
"ARICAN Ferhat","Male","Türkiye","Gymnastics",1993-07-28,0,0,30
"COLAK Ibrahim","Male","Türkiye","Gymnastics",1995-01-07,0,0,29
"ONDER Ahmet","Male","Türkiye","Gymnastics",1996-07-12,0,0,28
"ASIL Adem","Male","Türkiye","Gymnastics",1999-02-21,0,0,25
"DODANLI Emre","Male","Türkiye","Gymnastics",2002-10-24,0,0,21
"TANG Chia-Hung","Male","Chinese Taipei","Gymnastics",1996-09-23,0,0,27
"TING Hua-Tien","Female","Chinese Taipei","Gymnastics",2002-10-11,0,0,21
"ABDURAKHIMOV Rasuljon","Male","Uzbekistan","Gymnastics",1996-10-03,0,0,27
"AZIMOV Abdulla","Male","Uzbekistan","Gymnastics",1996-03-20,0,0,28
"ERGASHEV Khabibullo","Male","Uzbekistan","Gymnastics",1999-05-06,0,0,25
"BACSKAY Csenge Maria","Female","Hungary","Gymnastics",2003-04-14,0,0,21
"CZIFRA Bettina Lili","Female","Hungary","Gymnastics",2007-04-20,0,0,17
"MESZAROS Krisztofer","Male","Hungary","Gymnastics",2001-09-05,0,0,22
"SZEKELY Zoja","Female","Hungary","Gymnastics",2003-05-05,0,0,21
"SCHAEFER-BETZ Pauline","Female","Germany","Gymnastics",1997-01-04,0,0,27
"VOSS Sarah","Female","Germany","Gymnastics",1999-10-21,0,0,24
"DAUSER Lukas","Male","Germany","Gymnastics",1993-06-15,0,0,31
"TOBA Andreas","Male","Germany","Gymnastics",1990-10-07,0,0,33
"DUNKEL Nils","Male","Germany","Gymnastics",1997-02-20,0,0,27
"BRENDEL Pascal","Male","Germany","Gymnastics",2003-09-15,0,0,20
"EDER Timo","Male","Germany","Gymnastics",2005-06-11,0,0,19
"KEVRIC Helen","Female","Germany","Gymnastics",2008-03-21,0,0,16
"KOVTUN Illia","Male","Ukraine","Gymnastics",2003-08-10,0,0,20
"VERNIAIEV Oleg","Male","Ukraine","Gymnastics",1993-09-29,0,0,30
"CHEPURNYI Nazar","Male","Ukraine","Gymnastics",2002-09-03,0,0,21
"RADIVILOV Igor","Male","Ukraine","Gymnastics",1992-10-19,0,0,31
"STELMAKH Radomyr","Male","Ukraine","Gymnastics",2005-08-18,0,0,18
"LASHCHEVSKA Anna","Female","Ukraine","Gymnastics",2007-11-20,0,0,16
"NIN REYES Audrys","Male","Dominican Republic","Gymnastics",1995-01-02,0,0,29
"BRASSART Maellyse","Female","Belgium","Gymnastics",2001-06-22,0,0,23
"CUYLE Glen","Male","Belgium","Gymnastics",2002-07-25,0,0,22
"DERWAEL Nina","Female","Belgium","Gymnastics",2000-03-26,0,0,24
"KUAVITA Noah","Male","Belgium","Gymnastics",1999-07-28,0,0,24
"AIT SAID Samir","Male","France","Gymnastics",1989-11-01,0,0,34
"BOYER Marine","Female","France","Gymnastics",2000-05-22,0,0,24
"de JESUS dos SANTOS Melanie","Female","France","Gymnastics",2000-03-05,0,0,24
"DEVILLARD Coline","Female","France","Gymnastics",2000-10-09,0,0,23
"OSYSSEK-REIMER Morgane","Female","France","Gymnastics",2002-12-15,0,0,21
"DOWNIE Rebecca","Female","Great Britain","Gymnastics",1992-01-24,0,0,32
"EVANS Ruby","Female","Great Britain","Gymnastics",2007-03-17,0,0,17
"FENTON Georgia-Mae","Female","Great Britain","Gymnastics",2000-11-02,0,0,23
"FRASER Joe","Male","Great Britain","Gymnastics",1998-12-06,0,0,25
"HEPWORTH Harry","Male","Great Britain","Gymnastics",2003-12-06,0,0,20
"JARMAN Jake","Male","Great Britain","Gymnastics",2001-12-03,0,0,22
"MARTIN Abigail","Female","Great Britain","Gymnastics",2008-04-19,0,0,16
"WHITEHOUSE Luke","Male","Great Britain","Gymnastics",2002-07-02,0,0,22
"WHITLOCK Max","Male","Great Britain","Gymnastics",1993-01-13,0,0,31
"DOLGOPYAT Artem","Male","Israel","Gymnastics",1997-06-16,0,0,27
"RAZ Lihie","Female","Israel","Gymnastics",2003-09-14,0,0,20
"BROWN Lynnzee","Female","Haiti","Gymnastics",1998-09-04,0,0,25
"van den KEYBUS Luka","Male","Belgium","Gymnastics",1997-04-14,0,0,27
"DAVTYAN Artur","Male","Armenia","Gymnastics",1992-08-08,0,0,31
"DAVTYAN Vahagn","Male","Armenia","Gymnastics",1988-08-19,0,0,35
"BROWN Georgia-Rose","Female","New Zealand","Gymnastics",1995-01-22,0,0,29
"LIU Yang","Male","China","Gymnastics",1994-08-11,0,0,29
"SU Weide","Male","China","Gymnastics",2000-03-19,0,0,24
"XIAO Ruoteng","Male","China","Gymnastics",1996-01-30,0,0,28
"ZHANG Boheng","Male","China","Gymnastics",2000-03-04,0,0,24
"ZOU Jingyuan","Male","China","Gymnastics",1998-01-03,0,0,26
"LUO Huan","Female","China","Gymnastics",2000-03-06,0,0,24
"OU Yushan","Female","China","Gymnastics",2004-01-13,0,0,20
"QIU Qiyuan","Female","China","Gymnastics",2007-05-24,0,0,17
"ZHANG Yihan","Female","China","Gymnastics",2008-01-24,0,0,16
"ZHOU Yaqin","Female","China","Gymnastics",2005-11-12,0,0,18
"NAKAMURA Haruka","Female","Japan","Gymnastics",2008-05-18,0,0,16
"KISHI Rina","Female","Japan","Gymnastics",2007-09-23,0,0,16
"USHIOKU Kohane","Female","Japan","Gymnastics",2004-08-17,0,0,19
"OKAMURA Mana","Female","Japan","Gymnastics",2005-05-28,0,0,19
"SUGINO Takaaki","Male","Japan","Gymnastics",1998-10-18,0,0,25
"OKA Shinnosuke","Male","Japan","Gymnastics",2003-10-31,0,0,20
"TANIGAWA Wataru","Male","Japan","Gymnastics",1996-07-23,0,0,28
"KAYA Kazuma","Male","Japan","Gymnastics",1996-11-19,0,0,27
"HASHIMOTO Daiki","Male","Japan","Gymnastics",2001-08-07,0,0,22
"TVOROGAL Robert","Male","Lithuania","Gymnastics",1994-10-05,0,0,29
"ARTAMONOVA Sona","Female","Czechia","Gymnastics",2007-10-09,0,0,16
"SHEK Wai Hung","Male","Hong Kong, China","Gymnastics",1991-10-10,0,0,32
"SRBIC Tin","Male","Croatia","Gymnastics",1996-09-11,0,0,27
"BENOVIC Aurel","Male","Croatia","Gymnastics",2000-07-14,0,0,24
"KARIMI Milad","Male","Kazakhstan","Gymnastics",1999-06-21,0,0,25
"KURBANOV Nariman","Male","Kazakhstan","Gymnastics",1997-12-06,0,0,26
"BARAJAS Angel","Male","Colombia","Gymnastics",2006-08-12,0,0,17
"ABAD Nestor","Male","Spain","Gymnastics",1993-03-29,0,0,31
"CASABUENA Laura","Female","Spain","Gymnastics",2005-12-26,0,0,18
"DIALLO Thierno","Male","Spain","Gymnastics",2000-11-22,0,0,23
"MIR Nicolau","Male","Spain","Gymnastics",2000-05-10,0,0,24
"PEREZ Ana","Female","Spain","Gymnastics",1997-12-14,0,0,26
"PETISCO Alba","Female","Spain","Gymnastics",2003-02-01,0,0,21
"PLATA Joel","Male","Spain","Gymnastics",1998-03-20,0,0,26
"ZAPATA Rayderley","Male","Spain","Gymnastics",1993-05-26,0,0,31
"MARTINS Filipa","Female","Portugal","Gymnastics",1996-01-09,0,0,28
"EOM Dohyun","Female","Korea","Gymnastics",2003-02-26,0,0,21
"HUR Woong","Male","Korea","Gymnastics",1999-12-18,0,0,24
"LEE Dayeong","Female","Korea","Gymnastics",2004-12-28,0,0,19
"LEE Junho","Male","Korea","Gymnastics",1995-10-22,0,0,28
"LEE Yunseo","Female","Korea","Gymnastics",2003-03-05,0,0,21
"RYU Sunghyun","Male","Korea","Gymnastics",2002-10-22,0,0,21
"SHIN Solyi","Female","Korea","Gymnastics",2004-07-14,0,0,20
"YEO Seojeong","Female","Korea","Gymnastics",2002-02-20,0,0,22
"SCOTT Breanna","Female","Australia","Gymnastics",2001-12-12,0,0,22
"WHITEHEAD Emily","Female","Australia","Gymnastics",2000-12-11,0,0,23
"MOORE Jesse","Male","Australia","Gymnastics",2003-02-13,0,0,21
"McDONALD Kate","Female","Australia","Gymnastics",2000-08-01,0,0,23
"PASS Ruby","Female","Australia","Gymnastics",2007-05-17,0,0,17
"IRFANALUTHFI Rifda","Female","Indonesia","Gymnastics",1999-10-16,0,0,24
"MARIANO Arthur","Male","Brazil","Gymnastics",1993-09-18,0,0,30
"SOARES Diogo","Male","Brazil","Gymnastics",2002-04-12,0,0,22
"SARAIVA Flavia","Female","Brazil","Gymnastics",1999-09-30,0,0,24
"BARBOSA Jade","Female","Brazil","Gymnastics",1991-07-01,0,0,33
"SOARES Julia","Female","Brazil","Gymnastics",2005-08-23,0,0,18
"OLIVEIRA Lorrane","Female","Brazil","Gymnastics",1998-04-13,0,0,26
"ANDRADE Rebeca","Female","Brazil","Gymnastics",1999-05-08,0,0,25
"KINSELLA Alice","Female","Great Britain","Gymnastics",2001-03-13,0,0,23
"HONG Asher","Male","United States","Gymnastics",2004-03-23,0,0,20
"RICHARD Frederick","Male","United States","Gymnastics",2004-04-23,0,0,20
"RIVERA Hezly","Female","United States","Gymnastics",2008-06-04,0,0,16
"CAREY Jade","Female","United States","Gymnastics",2000-05-27,0,0,24
"MALONE Brody","Male","United States","Gymnastics",2000-01-07,0,0,24
"CHILES Jordan","Female","United States","Gymnastics",2001-04-15,0,0,23
"JUDA Paul","Male","United States","Gymnastics",2001-07-07,0,0,23
"BILES Simone","Female","United States","Gymnastics",1997-03-14,0,0,27
"NEDOROSCIK Stephen","Male","United States","Gymnastics",1998-10-28,0,0,25
"LEE Sunisa","Female","United States","Gymnastics",2003-03-09,0,0,21
"PETROUNIAS Eleftherios","Male","Greece","Gymnastics",1990-11-30,0,0,33
"ROOSKRANTZ Caitlin","Female","South Africa","Gymnastics",2001-11-05,0,0,22
"HERON Hillary","Female","Panama","Gymnastics",2004-01-29,0,0,20
"NEDOV Emma","Female","Australia","Gymnastics",1996-03-11,0,0,28
"NAJJAR Lais","Male","Syria","Gymnastics",2002-10-08,0,0,21
"VISSER Naomi","Female","Netherlands","Gymnastics",2001-08-24,0,0,22
"VEERMAN Sanna","Female","Netherlands","Gymnastics",2002-01-29,0,0,22
"VOLLEMAN Tisha","Female","Netherlands","Gymnastics",1999-10-26,0,0,24
"WEVERS Lieke","Female","Netherlands","Gymnastics",1991-09-17,0,0,32
"WEVERS Sanne","Female","Netherlands","Gymnastics",1991-09-17,0,0,32
"RIJKEN Frank","Male","Netherlands","Gymnastics",1996-11-24,0,0,27
"SCHMIDT Casimir","Male","Netherlands","Gymnastics",1995-10-31,0,0,28
"de VEER Martijn","Male","Netherlands","Gymnastics",2002-11-21,0,0,21
"GRUENBERG Jermain","Male","Netherlands","Gymnastics",2000-09-02,0,0,23
"de MUNCK Loran","Male","Netherlands","Gymnastics",1999-05-09,0,0,25
"van EIJKEN Ming","Female","France","Gymnastics",2008-04-03,0,0,16
"BLACK Elsabeth","Female","Canada","Gymnastics",1995-09-08,0,0,28
"CLAY Zachary","Male","Canada","Gymnastics",1995-07-05,0,0,29
"COURNOYER Rene","Male","Canada","Gymnastics",1997-04-23,0,0,27
"DOLCI Felix","Male","Canada","Gymnastics",2002-05-05,0,0,22
"EMARD William","Male","Canada","Gymnastics",2000-03-17,0,0,24
"LEE Cassandra","Female","Canada","Gymnastics",2005-10-15,0,0,18
"OLSEN Shallon","Female","Canada","Gymnastics",2000-07-10,0,0,24
"STEWART Ava","Female","Canada","Gymnastics",2005-09-30,0,0,18
"TRAN Aurelie","Female","Canada","Gymnastics",2006-05-25,0,0,18
"ZAKUTNEY Samuel","Male","Canada","Gymnastics",1998-10-06,0,0,25
"YULO Carlos Edriel","Male","Philippines","Gymnastics",2000-02-16,0,0,24
"FINNEGAN Aleah","Female","Philippines","Gymnastics",2003-01-04,0,0,21
"BICKEL Lena","Female","Switzerland","Gymnastics",2004-12-22,0,0,19
"GIUBELLINI Luca","Male","Switzerland","Gymnastics",2003-04-01,0,0,21
"GIUBELLINI Matteo","Male","Switzerland","Gymnastics",2004-11-07,0,0,19
"LANGENEGGER Florian","Male","Switzerland","Gymnastics",2003-03-26,0,0,21
"SEIFERT Noe","Male","Switzerland","Gymnastics",1998-10-29,0,0,25
"SERHANI Taha","Male","Switzerland","Gymnastics",1995-05-27,0,0,29
"AN Chang Ok","Female","DPR Korea","Gymnastics",2003-04-23,0,0,21
"HRIBAR Lucija","Female","Slovenia","Gymnastics",2001-10-15,0,0,22
"RUIVIVAR Levi","Female","Philippines","Gymnastics",2006-05-03,0,0,18
"MALABUYO Emma","Female","Philippines","Gymnastics",2002-11-05,0,0,21
"FLORES Sofia","Female","Mexico","Gymnastics",2004-12-20,0,0,19
"SALAZAR Kimberly","Female","Mexico","Gymnastics",2004-04-24,0,0,20
"TEJEDA Adirem","Female","Mexico","Gymnastics",2002-06-21,0,0,22
"ALCOCER Dalia","Female","Mexico","Gymnastics",2004-01-02,0,0,20
"GUTIERREZ Julia","Female","Mexico","Gymnastics",2007-09-13,0,0,16
"DRAGAN Annaliese","Female","Romania","Gymnastics",2005-09-15,0,0,18
"NIKOLOVA Stiliana","Female","Bulgaria","Gymnastics",2005-08-22,0,0,18
"KALEYN Boryana","Female","Bulgaria","Gymnastics",2000-08-23,0,0,23
"IVANOVA Sofia","Female","Bulgaria","Gymnastics",2005-09-15,0,0,18
"PETROVA Kamelia","Female","Bulgaria","Gymnastics",2006-05-01,0,0,18
"STOYANOV Rachel","Female","Bulgaria","Gymnastics",2003-03-14,0,0,21
"MINEVSKA Magdalina","Female","Bulgaria","Gymnastics",2005-12-03,0,0,18
"VASILEVA Margarita","Female","Bulgaria","Gymnastics",2005-05-30,0,0,19
"TUGOLUKOVA Vera","Female","Cyprus","Gymnastics",2008-09-16,0,0,15
"HUSSEIN Farida","Female","Egypt","Gymnastics",2006-02-07,0,0,18
"ELDEEB Johara","Female","Egypt","Gymnastics",2007-05-24,0,0,17
"BEHAIRY Lamar","Female","Egypt","Gymnastics",2007-08-01,0,0,16
"IKROMOVA Takhmina","Female","Uzbekistan","Gymnastics",2004-08-06,0,0,19
"MAMEDOVA Amaliya","Female","Uzbekistan","Gymnastics",2008-08-29,0,0,15
"SADYKOVA Irodakhon","Female","Uzbekistan","Gymnastics",2007-09-05,0,0,16
"IBRAGIMOVA Shakhzoda","Female","Uzbekistan","Gymnastics",2002-11-24,0,0,21
"ATALYANTS Evelina","Female","Uzbekistan","Gymnastics",2007-07-01,0,0,17
"ISKHOKZODA Mumtozabonu","Female","Uzbekistan","Gymnastics",2005-12-31,0,0,18
"PIGNICZKI Fanni","Female","Hungary","Gymnastics",2000-01-23,0,0,24
"KOLOSOV Margarita","Female","Germany","Gymnastics",2004-03-11,0,0,20
"KOSAN Anja","Female","Germany","Gymnastics",2002-12-12,0,0,21
"KROMM Daniella","Female","Germany","Gymnastics",2004-02-17,0,0,20
"VESTER Hannah","Female","Germany","Gymnastics",2006-05-02,0,0,18
"WICKERT Emilia","Female","Germany","Gymnastics",2007-01-25,0,0,17
"OGANESYAN Alina","Female","Germany","Gymnastics",2004-06-13,0,0,20
"VARFOLOMEEV Darja","Female","Germany","Gymnastics",2006-11-04,0,0,17
"ONOFRIICHUK Taisiia","Female","Ukraine","Gymnastics",2008-05-26,0,0,16
"VYSOCHANSKA Mariia","Female","Ukraine","Gymnastics",2002-09-10,0,0,21
"BAIEVA Diana","Female","Ukraine","Gymnastics",2004-08-09,0,0,19
"MELNYK Alina","Female","Ukraine","Gymnastics",2005-05-17,0,0,19
"PEREMETA Valeriia","Female","Ukraine","Gymnastics",2007-09-25,0,0,16
"SHYRYKINA Kira","Female","Ukraine","Gymnastics",2008-06-04,0,0,16
"DOT Ainhoa","Female","France","Gymnastics",2005-05-15,0,0,19
"INAHO Manelle","Female","France","Gymnastics",2003-09-26,0,0,20
"JOSEPH-NOEL Celia","Female","France","Gymnastics",2003-11-05,0,0,20
"KARBANOV Helene","Female","France","Gymnastics",2004-12-29,0,0,19
"LAVIT Justine","Female","France","Gymnastics",2006-07-19,0,0,18
"VILARINO Lozea","Female","France","Gymnastics",2003-02-03,0,0,21
"BAKANOV Shani","Female","Israel","Gymnastics",2006-02-27,0,0,18
"SVERTSOV Diana","Female","Israel","Gymnastics",2004-11-15,0,0,19
"PARITZKI Romi","Female","Israel","Gymnastics",2004-06-17,0,0,20
"SHAHAM Ofir","Female","Israel","Gymnastics",2004-11-23,0,0,19
"FRIEDMANN Adar","Female","Israel","Gymnastics",2006-07-18,0,0,18
"ATAMANOV Daria","Female","Israel","Gymnastics",2005-12-06,0,0,18
"RAFFAELI Sofia","Female","Italy","Gymnastics",2004-01-19,0,0,20
"BALDASSARRI Milena","Female","Italy","Gymnastics",2001-10-16,0,0,22
"MAURELLI Alessia","Female","Italy","Gymnastics",1996-08-22,0,0,27
"CENTOFANTI Martina","Female","Italy","Gymnastics",1998-05-19,0,0,26
"DURANTI Agnese","Female","Italy","Gymnastics",2000-12-18,0,0,23
"MOGUREAN Daniela","Female","Italy","Gymnastics",2001-07-16,0,0,23
"PARIS Laura","Female","Italy","Gymnastics",2002-09-07,0,0,21
"WANG Zilu","Female","China","Gymnastics",2003-06-18,0,0,21
"DING Xinyi","Female","China","Gymnastics",2004-08-27,0,0,19
"GUO Qiqi","Female","China","Gymnastics",1998-08-07,0,0,25
"HAO Ting","Female","China","Gymnastics",2001-03-23,0,0,23
"HUANG Zhangjiayang","Female","China","Gymnastics",2000-02-15,0,0,24
"WANG Lanjing","Female","China","Gymnastics",2005-03-10,0,0,19
"TANIYEVA Elzhana","Female","Kazakhstan","Gymnastics",2005-09-06,0,0,18
"ARNAU CAMARENA Ana","Female","Spain","Gymnastics",2005-09-20,0,0,18
"BAUTISTA Alba","Female","Spain","Gymnastics",2002-07-13,0,0,22
"BEREZINA Polina","Female","Spain","Gymnastics",1997-12-05,0,0,26
"BERGUA NAVALES Ines","Female","Spain","Gymnastics",2004-05-29,0,0,20
"MARTINEZ Mireia","Female","Spain","Gymnastics",2005-04-21,0,0,19
"PEREZ FOS Patricia","Female","Spain","Gymnastics",2004-08-08,0,0,19
"SOLAUN Salma","Female","Spain","Gymnastics",2005-03-02,0,0,19
"KIROI-BOGATYREVA Alexandra","Female","Australia","Gymnastics",2002-03-04,0,0,22
"FRROKU Emmanouela","Female","Australia","Gymnastics",2007-07-31,0,0,16
"WEINTRAUB Jessica","Female","Australia","Gymnastics",2007-03-20,0,0,17
"IAKOVLEVA Lidiia","Female","Australia","Gymnastics",2003-08-28,0,0,20
"LEARMONT Phoebe","Female","Australia","Gymnastics",2005-06-23,0,0,19
"BROEDELET Saskia","Female","Australia","Gymnastics",2004-02-20,0,0,20
"DOMINGOS Barbara","Female","Brazil","Gymnastics",2000-03-02,0,0,24
"MEDRADO Deborah","Female","Brazil","Gymnastics",2002-07-13,0,0,22
"ARAKAKI Maria Eduarda","Female","Brazil","Gymnastics",2003-08-12,0,0,20
"PIRCIO Nicole","Female","Brazil","Gymnastics",2002-07-24,0,0,22
"PEREIRA Sofia","Female","Brazil","Gymnastics",2003-09-15,0,0,20
"BORGES Victoria","Female","Brazil","Gymnastics",2002-07-12,0,0,22
"PHILAPHANDETH Praewa Misato","Female","Lao PDR","Gymnastics",2004-12-06,0,0,19
"GRISKENAS Evita","Female","United States","Gymnastics",2000-12-03,0,0,23
"AGHAMIROVA Zohra","Female","Azerbaijan","Gymnastics",2001-08-08,0,0,22
"LUZAN Yelyzaveta","Female","Azerbaijan","Gymnastics",2003-03-14,0,0,21
"ALIMURADOVA Laman","Female","Azerbaijan","Gymnastics",2004-11-29,0,0,19
"AGHALARZADE Gullu","Female","Azerbaijan","Gymnastics",2003-10-25,0,0,20
"SOROKINA Darya","Female","Azerbaijan","Gymnastics",2002-11-29,0,0,21
"HUMMATOVA Zeynab","Female","Azerbaijan","Gymnastics",1999-12-06,0,0,24
"SALEH Aliaa","Female","Egypt","Gymnastics",2004-08-04,0,0,19
"SOBEIH Amina","Female","Egypt","Gymnastics",2006-08-18,0,0,17
"RAMADAN Abeer","Female","Egypt","Gymnastics",2007-07-31,0,0,16
"VEDENEEVA Ekaterina","Female","Slovenia","Gymnastics",1994-06-23,0,0,30
"HERNANDEZ Angel","Male","Colombia","Gymnastics",1995-01-06,0,0,29
"GOLOVINA Luba","Female","Georgia","Gymnastics",1990-04-20,0,0,34
"HAMZA Malak","Female","Egypt","Gymnastics",2001-11-05,0,0,22
"WIZANI Benny","Male","Austria","Gymnastics",2001-06-26,0,0,23
"DAVIDSON Madaline","Female","New Zealand","Gymnastics",1999-01-08,0,0,25
"SCHMIDT Dylan","Male","New Zealand","Gymnastics",1997-01-07,0,0,27
"VOGEL Fabian","Male","Germany","Gymnastics",1995-03-12,0,0,29
"GOUZOU Pierre","Male","France","Gymnastics",1998-12-17,0,0,25
"LABROUSSE Lea","Female","France","Gymnastics",1997-04-06,0,0,27
"PAGE Bryony","Female","Great Britain","Gymnastics",1990-12-10,0,0,33
"PERZAMANOS Zak","Male","Great Britain","Gymnastics",2003-06-17,0,0,21
"SONGHURST Isabelle","Female","Great Britain","Gymnastics",1999-01-16,0,0,25
"YAN Langyu","Male","China","Gymnastics",1999-08-31,0,0,24
"WANG Zisai","Male","China","Gymnastics",2006-06-18,0,0,18
"ZHU Xueying","Female","China","Gymnastics",1998-03-02,0,0,26
"HU Yicheng","Female","China","Gymnastics",1998-11-13,0,0,25
"NISHIOKA Ryusei","Male","Japan","Gymnastics",2003-11-01,0,0,20
"MORI Hikaru","Female","Japan","Gymnastics",1999-07-07,0,0,25
"MUSSABAYEV Danil","Male","Kazakhstan","Gymnastics",1998-09-13,0,0,25
"ROMERO ROSARIO Noemi","Female","Spain","Gymnastics",2000-10-04,0,0,23
"VEGA David","Male","Spain","Gymnastics",1998-08-04,0,0,25
"LITVINOVICH Ivan","Male","AIN","Gymnastics",2001-06-26,0,0,23
"BARDZILOUSKAYA Viyaleta","Female","AIN","Gymnastics",2005-06-07,0,0,19
"ALBUQUERQUE Gabriel","Male","Portugal","Gymnastics",2006-04-09,0,0,18
"GOMES Camilla","Female","Brazil","Gymnastics",1994-05-27,0,0,30
"DUTRA Rayan","Male","Brazil","Gymnastics",2002-03-29,0,0,22
"SHOSTAK Aliaksei","Male","United States","Gymnastics",1995-02-08,0,0,29
"STEVENS Jessica","Female","United States","Gymnastics",2000-07-05,0,0,24
"BATTY Brock","Male","Australia","Gymnastics",2007-01-04,0,0,17
"MAHSUDOVA Seljan","Female","Azerbaijan","Gymnastics",2003-08-28,0,0,20
"METHOT Sophiane","Female","Canada","Gymnastics",1998-08-03,0,0,25
"BLADTCEVA Anzhela","Female","AIN","Gymnastics",2005-07-23,0,0,19
"McKENZIE Ashley","Male","Jamaica","Judo",1989-07-17,0,0,35
"SEHEN Sajjad","Male","Iraq","Judo",1996-03-08,0,0,28
"GRIGORIAN Aram","Male","UA Emirates","Judo",1998-06-09,0,0,26
"KOSTOEV Dzhafar","Male","UA Emirates","Judo",1999-04-28,0,0,25
"MAGOMEDOMAROV Magomedomar","Male","UA Emirates","Judo",2001-04-10,0,0,23
"TATALASHVILI Nugzari","Male","UA Emirates","Judo",1990-03-20,0,0,34
"BISHRELT Khorloodoi","Female","UA Emirates","Judo",1998-05-29,0,0,26
