Season Type,game,Season,Game Date,Series,team,Home,Opp,game_in_series,,GS,MP,made2,attempt3,per2,made3,attempt3,per3,made1,attempt1,per1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,game score,Game Result,Point Diff
Regular,53,2018/19,3/24/2019,NA,LAL,Home,SAC,,W (+5),1,35:16:00,9,22,0.409,3,6,0.5,8,9,0.889,2,9,11,11,2,1,4,1,35,26.9,Win,5.00
Regular,54,2018/19,3/26/2019,NA,LAL,Home,WAS,,W (+18),1,33:54:00,11,20,0.55,1,6,0.167,0,2,0,0,7,7,14,1,0,3,1,25,22.1,Win,18.00
Regular,55,2018/19,3/29/2019,NA,LAL,Home,CHO,,W (+14),1,31:58:00,11,19,0.579,4,7,0.571,1,2,0.5,0,3,3,9,0,0,6,1,35,18.5,Win,14.00
Postseason,1,2005,4/22/2006,EC1,CLE,Home,WAS,1,W (+11),1,48:00:00,12,27,0.444,1,4,0.25,7,11,0.636,3,8,11,11,0,0,4,3,34,23.3,Win,11.00
Postseason,2,2005,4/25/2006,EC1,CLE,Home,WAS,2,L (-5),1,43:28:00,7,25,0.28,1,6,0.167,11,15,0.733,2,7,9,2,2,3,10,5,28,6.7,Loss,-5.00
Postseason,3,2005,4/28/2006,EC1,CLE,Away,WAS,3,W (+1),1,47:37:00,16,28,0.571,3,5,0.6,6,9,0.667,1,4,5,3,2,0,4,3,47,27.4,Win,1.00
Postseason,4,2005,4/30/2006,EC1,CLE,Away,WAS,4,L (-10),1,45:20:00,13,23,0.565,7,12,0.583,5,7,0.714,1,5,6,5,0,0,7,5,52,23,Loss,-10.00
Postseason,5,2005,5/3/2006,EC1,CLE,Home,WAS,5,W (+1),1,46:07:00,14,23,0.609,0,1,0,17,18,0.944,5,2,7,6,2,0,4,5,45,38.4,Win,1.00
Postseason,6,2005,5/5/2006,EC1,CLE,Away,WAS,6,W (+1),1,53:00:00,15,25,0.6,1,6,0.167,1,3,0.333,0,7,7,7,2,1,5,4,34,22.8,Win,1.00
Postseason,7,2005,5/7/2006,ECS,CLE,Away,DET,1,L (-27),1,36:00:00,9,18,0.5,2,5,0.4,2,2,1,1,3,4,4,0,0,4,3,26,12.2,Loss,-27.00
Postseason,8,2005,5/9/2006,ECS,CLE,Away,DET,2,L (-6),1,47:32:00,11,23,0.478,2,5,0.4,6,8,0.75,2,12,14,7,0,0,3,4,34,22.8,Loss,-6.00
Postseason,9,2005,5/13/2006,ECS,CLE,Home,DET,3,W (+9),1,48:00:00,9,18,0.5,1,4,0.25,2,2,1,0,10,10,10,4,1,4,2,23,21.9,Win,9.00
Postseason,10,2005,5/15/2006,ECS,CLE,Home,DET,4,W (+2),1,48:00:00,8,23,0.348,1,2,0.5,5,10,0.5,1,7,8,9,2,2,8,3,24,10.4,Win,2.00
Postseason,11,2005,5/17/2006,ECS,CLE,Away,DET,5,W (+2),1,46:50:00,13,30,0.433,1,4,0.25,5,7,0.714,3,2,5,5,2,1,2,3,34,21.1,Win,2.00
Postseason,12,2005,5/19/2006,ECS,CLE,Home,DET,6,L (-2),1,47:50:00,8,20,0.4,1,5,0.2,15,18,0.833,0,11,11,5,1,1,7,2,34,20.7,Loss,-2.00
Postseason,13,2005,5/21/2006,ECS,CLE,Away,DET,7,L (-18),1,46:45:00,11,24,0.458,0,4,0,5,8,0.625,3,5,8,2,1,0,3,2,27,15.6,Loss,-18.00
Postseason,1,2006,4/22/2007,EC1,CLE,Home,WAS,1,W (+15),1,44:19:00,7,14,0.5,0,2,0,9,11,0.818,2,7,9,7,2,0,1,1,23,24.2,Win,15.00
Postseason,2,2006,4/25/2007,EC1,CLE,Home,WAS,2,W (+7),1,45:00:00,8,22,0.364,0,3,0,11,13,0.846,4,4,8,7,1,2,2,2,27,22.5,Win,7.00
Postseason,3,2006,4/28/2007,EC1,CLE,Away,WAS,3,W (+6),1,46:02:00,11,22,0.5,3,5,0.6,5,7,0.714,0,6,6,9,1,0,2,3,36,24.1,Win,6.00
Postseason,4,2006,4/30/2007,EC1,CLE,Away,WAS,4,W (+7),1,46:11:00,8,22,0.364,1,5,0.2,14,17,0.824,3,8,11,7,3,1,2,3,33,27.5,Win,7.00
Postseason,5,2006,5/6/2007,ECS,CLE,Home,NJN,1,W (+4),1,46:01:00,8,21,0.381,1,4,0.25,4,6,0.667,2,9,11,7,1,1,3,2,23,15.6,Win,4.00
Postseason,6,2006,5/8/2007,ECS,CLE,Home,NJN,2,W (+10),1,45:49:00,12,24,0.5,3,7,0.429,9,13,0.692,0,1,1,12,3,0,2,2,42,31.3,Win,10.00
Postseason,7,2006,5/12/2007,ECS,CLE,Away,NJN,3,L (-11),1,44:08:00,5,16,0.313,1,5,0.2,7,7,1,0,6,6,12,0,0,2,2,20,16.2,Loss,-11.00
Postseason,8,2006,5/14/2007,ECS,CLE,Away,NJN,4,W (+2),1,46:20:00,9,16,0.563,2,3,0.667,10,15,0.667,0,9,9,7,0,0,3,1,34,24.6,Win,2.00
Postseason,9,2006,5/16/2007,ECS,CLE,Home,NJN,5,L (-11),1,42:47:00,5,14,0.357,0,2,0,10,11,0.909,3,6,9,5,2,1,5,4,20,15.3,Loss,-11.00
Postseason,10,2006,5/18/2007,ECS,CLE,Away,NJN,6,W (+16),1,38:53:00,8,20,0.4,1,5,0.2,6,9,0.667,1,7,8,8,1,0,2,4,25,16.8,Win,16.00
Postseason,11,2006,5/21/2007,ECF,CLE,Away,DET,1,L (-3),1,45:22:00,5,15,0.333,0,0,,0,0,,1,9,10,9,4,1,2,1,10,13.5,Loss,-3.00
Postseason,12,2006,5/24/2007,ECF,CLE,Away,DET,2,L (-3),1,44:41:00,7,19,0.368,0,1,0,5,7,0.714,0,6,6,7,3,0,6,1,19,11,Loss,-3.00
Postseason,13,2006,5/27/2007,ECF,CLE,Home,DET,3,W (+6),1,46:07:00,12,21,0.571,2,3,0.667,6,9,0.667,1,8,9,9,2,0,3,2,36,28.5,Win,6.00
Postseason,14,2006,5/29/2007,ECF,CLE,Home,DET,4,W (+4),1,44:17:00,8,19,0.421,1,5,0.2,8,9,0.889,0,7,7,11,3,0,3,0,27,24.3,Win,4.00
Postseason,15,2006,5/31/2007,ECF,CLE,Away,DET,5,W (+2),1,50:18:00,18,33,0.545,2,3,0.667,10,14,0.714,3,6,9,7,2,0,2,3,52,38.1,Win,2.00
Postseason,16,2006,6/2/2007,ECF,CLE,Home,DET,6,W (+16),1,46:12:00,3,11,0.273,0,2,0,14,19,0.737,2,12,14,8,2,2,3,1,20,22.1,Win,16.00
Postseason,17,2006,6/7/2007,FIN,CLE,Away,SAS,1,L (-9),1,44:00:00,4,16,0.25,2,6,0.333,4,4,1,1,6,7,4,1,1,6,1,18,5,Loss,-9.00
Postseason,18,2006,6/10/2007,FIN,CLE,Away,SAS,2,L (-11),1,38:00:00,9,21,0.429,0,2,0,7,11,0.636,3,4,7,6,1,0,6,3,25,13.6,Loss,-11.00
Postseason,19,2006,6/12/2007,FIN,CLE,Home,SAS,3,L (-3),1,41:59:00,9,23,0.391,0,5,0,7,8,0.875,0,8,8,7,2,1,5,3,25,15.9,Loss,-3.00
Postseason,20,2006,6/14/2007,FIN,CLE,Home,SAS,4,L (-1),1,46:29:00,10,30,0.333,2,7,0.286,2,6,0.333,0,6,6,10,0,0,6,1,28,7.8,Loss,-1.00
Postseason,1,2007,4/19/2008,EC1,CLE,Home,WAS,1,W (+7),1,41:25:00,12,19,0.632,0,2,0,8,14,0.571,0,6,6,4,1,2,1,1,32,26.7,Win,7.00
Postseason,2,2007,4/21/2008,EC1,CLE,Home,WAS,2,W (+30),1,39:00:00,9,19,0.474,2,6,0.333,10,17,0.588,1,8,9,12,1,2,1,2,34,29.6,Win,30.00
Postseason,3,2007,4/24/2008,EC1,CLE,Away,WAS,3,L (-36),1,35:57:00,10,19,0.526,0,4,0,2,4,0.5,0,7,7,3,1,1,4,3,22,12.6,Loss,-36.00
Postseason,4,2007,4/27/2008,EC1,CLE,Away,WAS,4,W (+3),1,44:23:00,11,25,0.44,3,8,0.375,9,14,0.643,2,10,12,7,2,0,5,5,40,23.2,Win,3.00
Postseason,5,2007,4/30/2008,EC1,CLE,Home,WAS,5,L (-1),1,44:05:00,8,21,0.381,3,9,0.333,15,18,0.833,2,8,10,7,1,2,5,0,40,27.4,Loss,-1.00
Postseason,6,2007,5/2/2008,EC1,CLE,Away,WAS,6,W (+17),1,44:12:00,8,17,0.471,1,2,0.5,10,10,1,2,11,13,13,2,1,1,2,29,33,Win,17.00
Postseason,7,2007,5/6/2008,ECS,CLE,Away,BOS,1,L (-4),1,38:49:00,2,18,0.111,0,6,0,8,10,0.8,2,7,9,9,1,1,10,4,12,-0.7,Loss,-4.00
Postseason,8,2007,5/8/2008,ECS,CLE,Away,BOS,2,L (-16),1,41:38:00,6,24,0.25,0,4,0,9,13,0.692,2,3,5,6,2,1,7,1,21,6.8,Loss,-16.00
Postseason,9,2007,5/10/2008,ECS,CLE,Home,BOS,3,W (+24),1,40:15:00,5,16,0.313,3,5,0.6,8,12,0.667,0,5,5,8,4,3,2,3,27,20.2,Win,24.00
Postseason,10,2007,5/12/2008,ECS,CLE,Home,BOS,4,W (+11),1,44:00:00,7,20,0.35,2,5,0.4,5,8,0.625,1,5,6,13,3,2,4,3,25,19.1,Win,11.00
Postseason,11,2007,5/14/2008,ECS,CLE,Away,BOS,5,L (-7),1,44:43:00,12,25,0.48,0,5,0,11,13,0.846,0,3,3,5,1,1,4,3,35,22.4,Loss,-7.00
Postseason,12,2007,5/16/2008,ECS,CLE,Home,BOS,6,W (+5),1,46:39:00,9,23,0.391,1,3,0.333,13,15,0.867,3,9,12,6,2,1,8,2,34,21.6,Win,5.00
Postseason,13,2007,5/18/2008,ECS,CLE,Away,BOS,7,L (-5),1,46:48:00,14,29,0.483,3,11,0.273,14,19,0.737,1,4,5,6,2,0,2,4,51,32.8,Loss,-5.00
Postseason,1,2008,4/18/2009,EC1,CLE,Home,DET,1,W (+18),1,40:52:00,13,20,0.65,1,4,0.25,11,14,0.786,0,8,8,7,1,0,0,1,40,35.9,Win,18.00
Postseason,2,2008,4/21/2009,EC1,CLE,Home,DET,2,W (+12),1,37:55:00,7,14,0.5,2,5,0.4,13,17,0.765,1,12,13,6,0,0,2,1,33,26.5,Win,12.00
Postseason,3,2008,4/24/2009,EC1,CLE,Away,DET,3,W (+11),1,42:44:00,9,19,0.474,0,5,0,7,11,0.636,2,9,11,9,3,2,2,0,25,26.5,Win,11.00
Postseason,4,2008,4/26/2009,EC1,CLE,Away,DET,4,W (+21),1,40:39:00,10,24,0.417,0,3,0,16,17,0.941,1,12,13,8,2,1,2,3,36,32.2,Win,21.00
Postseason,5,2008,5/5/2009,ECS,CLE,Home,ATL,1,W (+27),1,34:19:00,12,20,0.6,2,6,0.333,8,9,0.889,3,7,10,3,4,0,3,0,38,31.7,Win,27.00
Postseason,6,2008,5/7/2009,ECS,CLE,Home,ATL,2,W (+20),1,31:10:00,9,14,0.643,3,5,0.6,6,12,0.5,0,3,3,5,4,1,0,1,33,27.1,Win,20.00
Postseason,7,2008,5/9/2009,ECS,CLE,Away,ATL,3,W (+15),1,43:14:00,15,25,0.6,5,10,0.5,12,16,0.75,2,10,12,8,1,1,1,2,57,43.8,Win,15.00
Postseason,8,2008,5/11/2009,ECS,CLE,Away,ATL,4,W (+10),1,43:25:00,9,22,0.409,3,6,0.5,6,9,0.667,0,8,8,8,1,0,3,3,33,18.8,Win,10.00
Postseason,9,2008,5/20/2009,ECF,CLE,Home,ORL,1,L (-1),1,41:14:00,20,30,0.667,3,6,0.5,6,10,0.6,3,3,6,8,2,3,2,1,55,44.7,Loss,-1.00
Postseason,10,2008,5/22/2009,ECF,CLE,Home,ORL,2,W (+1),1,42:32:00,12,23,0.522,1,3,0.333,10,12,0.833,2,2,4,5,1,0,6,3,37,22.2,Win,1.00
Postseason,11,2008,5/24/2009,ECF,CLE,Away,ORL,3,L (-10),1,41:57:00,11,28,0.393,1,8,0.125,18,24,0.75,0,7,7,9,2,1,2,3,43,31.3,Loss,-10.00
Postseason,12,2008,5/26/2009,ECF,CLE,Away,ORL,4,L (-2),1,49:24:00,13,29,0.448,4,10,0.4,14,18,0.778,1,11,12,7,1,1,8,5,52,27.9,Loss,-2.00
Postseason,13,2008,5/28/2009,ECF,CLE,Home,ORL,5,W (+10),1,45:30:00,11,24,0.458,0,2,0,15,19,0.789,3,11,14,12,1,1,4,3,37,33.3,Win,10.00
Postseason,14,2008,5/30/2009,ECF,CLE,Away,ORL,6,L (-13),1,44:53:00,8,20,0.4,2,8,0.25,7,11,0.636,1,6,7,7,0,1,3,4,29,16.1,Loss,-13.00
Postseason,1,2009,4/17/2010,EC1,CLE,Home,CHI,1,W (+13),1,40:14:00,9,19,0.474,0,1,0,6,7,0.857,0,6,6,5,1,4,3,2,24,19.2,Win,13.00
Postseason,2,2009,4/19/2010,EC1,CLE,Home,CHI,2,W (+10),1,41:05:00,16,23,0.696,2,4,0.5,6,6,1,1,7,8,8,1,2,2,2,44,38.3,Win,10.00
Postseason,3,2009,4/22/2010,EC1,CLE,Away,CHI,3,L (-2),1,44:16:00,14,26,0.538,4,8,0.5,7,13,0.538,2,8,10,8,2,3,5,3,47,31.3,Loss,-2.00
Postseason,4,2009,4/25/2010,EC1,CLE,Away,CHI,4,W (+23),1,36:24:00,11,17,0.647,6,9,0.667,9,10,0.9,0,12,12,11,2,1,2,3,49,39.9,Win,23.00
Postseason,5,2009,4/27/2010,EC1,CLE,Home,CHI,5,W (+2),1,43:13:00,5,12,0.417,1,2,0.5,8,14,0.571,3,7,10,9,0,2,3,1,21,18.7,Win,2.00
Postseason,6,2009,5/1/2010,ECS,CLE,Home,BOS,1,W (+8),1,43:12:00,12,24,0.5,3,6,0.5,8,11,0.727,2,5,7,7,3,2,2,1,41,31.6,Win,8.00
Postseason,7,2009,5/3/2010,ECS,CLE,Home,BOS,2,L (-18),1,41:09:00,7,15,0.467,0,4,0,10,15,0.667,0,7,7,4,3,2,5,1,24,18.2,Loss,-18.00
Postseason,8,2009,5/7/2010,ECS,CLE,Away,BOS,3,W (+29),1,39:16:00,14,22,0.636,2,3,0.667,8,9,0.889,2,6,8,7,1,2,1,1,42,36.9,Win,29.00
Postseason,9,2009,5/9/2010,ECS,CLE,Away,BOS,4,L (-10),1,43:14:00,7,18,0.389,0,5,0,8,11,0.727,1,8,9,8,2,1,7,4,22,13.8,Loss,-10.00
Postseason,10,2009,5/11/2010,ECS,CLE,Home,BOS,5,L (-32),1,41:40:00,3,14,0.214,0,4,0,9,12,0.75,1,5,6,7,1,0,3,3,15,9.1,Loss,-32.00
Postseason,11,2009,5/13/2010,ECS,CLE,Away,BOS,6,L (-9),1,46:12:00,8,21,0.381,2,4,0.5,9,12,0.75,3,16,19,10,3,1,9,2,31,22.1,Loss,-9.00
Postseason,1,2010,4/16/2011,EC1,MIA,Home,PHI,1,W (+8),1,42:43:00,4,14,0.286,0,2,0,13,14,0.929,4,10,14,5,1,3,2,3,21,21.6,Win,8.00
Postseason,2,2010,4/18/2011,EC1,MIA,Home,PHI,2,W (+21),1,38:55:00,10,19,0.526,1,1,1,8,10,0.8,1,6,7,6,0,0,0,1,31,25.2,Win,21.00
Postseason,3,2010,4/21/2011,EC1,MIA,Away,PHI,3,W (+6),1,44:16:00,8,15,0.533,1,4,0.25,7,10,0.7,1,14,15,6,1,0,1,1,26,24.2,Win,6.00
Postseason,4,2010,4/24/2011,EC1,MIA,Away,PHI,4,L (-4),1,43:33:00,11,20,0.55,0,4,0,9,11,0.818,2,5,7,6,1,1,1,2,31,27.6,Loss,-4.00
Postseason,5,2010,4/27/2011,EC1,MIA,Home,PHI,5,W (+6),1,41:40:00,5,13,0.385,2,5,0.4,4,5,0.8,3,7,10,8,1,0,3,2,20,15.5,Win,6.00
Postseason,6,2010,5/1/2011,ECS,MIA,Home,BOS,1,W (+9),1,39:54:00,8,19,0.421,1,3,0.333,5,9,0.556,1,5,6,5,2,2,3,2,24,15.6,Win,9.00
Postseason,7,2010,5/3/2011,ECS,MIA,Home,BOS,2,W (+11),1,44:03:00,14,25,0.56,2,4,0.5,5,8,0.625,2,5,7,2,1,1,0,3,39,26.7,Win,11.00
Postseason,8,2010,5/7/2011,ECS,MIA,Away,BOS,3,L (-16),1,42:48:00,6,16,0.375,0,3,0,3,7,0.429,2,5,7,4,2,5,4,3,15,10.6,Loss,-16.00
Postseason,9,2010,5/9/2011,ECS,MIA,Away,BOS,4,W (+8),1,50:17:00,12,28,0.429,2,6,0.333,9,9,1,3,11,14,3,3,0,5,3,39,24.5,Win,8.00
Postseason,10,2010,5/11/2011,ECS,MIA,Home,BOS,5,W (+10),1,45:43:00,11,20,0.55,5,7,0.714,6,9,0.667,2,5,7,4,1,1,5,1,43,24.2,Win,10.00
Postseason,11,2010,5/15/2011,ECF,MIA,Away,CHI,1,L (-21),1,41:12:00,5,15,0.333,1,3,0.333,4,4,1,1,5,6,6,2,3,4,2,17,12.2,Loss,-21.00
Postseason,12,2010,5/18/2011,ECF,MIA,Away,CHI,2,W (+10),1,45:39:00,12,21,0.571,2,6,0.333,3,7,0.429,3,7,10,5,3,0,5,3,33,22,Win,10.00
Postseason,13,2010,5/22/2011,ECF,MIA,Home,CHI,3,W (+11),1,43:55:00,6,13,0.462,1,2,0.5,9,9,1,1,5,6,10,2,2,0,4,24,26.3,Win,11.00
Postseason,14,2010,5/24/2011,ECF,MIA,Home,CHI,4,W (+8),1,49:23:00,11,26,0.423,0,1,0,13,13,1,2,4,6,6,2,2,5,4,35,24.8,Win,8.00
Postseason,15,2010,5/26/2011,ECF,MIA,Away,CHI,5,W (+3),1,45:46:00,8,19,0.421,3,6,0.5,9,11,0.818,0,11,11,6,3,2,4,2,34,24.2,Win,3.00
Postseason,16,2010,5/31/2011,FIN,MIA,Home,DAL,1,W (+8),1,45:15:00,9,16,0.563,4,5,0.8,2,2,1,0,9,9,5,1,0,1,4,32,21,Win,8.00
Postseason,17,2010,6/2/2011,FIN,MIA,Home,DAL,2,L (-2),1,39:37:00,8,15,0.533,2,7,0.286,2,4,0.5,1,7,8,4,4,1,5,4,24,15.6,Loss,-2.00
Postseason,18,2010,6/5/2011,FIN,MIA,Away,DAL,3,W (+2),1,45:15:00,6,14,0.429,1,4,0.25,4,4,1,0,3,3,9,2,0,4,3,19,13.6,Win,2.00
Postseason,19,2010,6/7/2011,FIN,MIA,Away,DAL,4,L (-3),1,45:43:00,3,11,0.273,0,3,0,2,4,0.5,3,6,9,7,2,0,4,4,8,5.9,Loss,-3.00
Postseason,20,2010,6/9/2011,FIN,MIA,Away,DAL,5,L (-9),1,45:38:00,8,19,0.421,0,4,0,1,2,0.5,1,9,10,10,0,1,4,3,17,12.4,Loss,-9.00
Postseason,21,2010,6/12/2011,FIN,MIA,Home,DAL,6,L (-10),1,40:21:00,9,15,0.6,2,5,0.4,1,4,0.25,1,3,4,6,1,1,6,2,25,13.6,Loss,-10.00
Postseason,1,2011,4/28/2012,EC1,MIA,Home,NYK,1,W (+33),1,31:41:00,10,14,0.714,1,1,1,11,14,0.786,1,3,4,3,4,0,2,2,34,29.9,Win,33.00
Postseason,2,2011,4/30/2012,EC1,MIA,Home,NYK,2,W (+10),1,40:35:00,8,18,0.444,0,3,0,3,7,0.429,1,6,7,9,2,0,2,1,19,16.4,Win,10.00
Postseason,3,2011,5/3/2012,EC1,MIA,Away,NYK,3,W (+17),1,35:50:00,9,21,0.429,2,5,0.4,12,13,0.923,2,6,8,5,2,0,8,5,36,19.2,Win,17.00
Postseason,4,2011,5/6/2012,EC1,MIA,Away,NYK,4,L (-2),1,41:27:00,9,21,0.429,2,5,0.4,7,8,0.875,0,4,4,4,1,0,5,4,31,13.9,Loss,-2.00
Postseason,5,2011,5/9/2012,EC1,MIA,Home,NYK,5,W (+12),1,39:38:00,7,16,0.438,2,6,0.333,13,15,0.867,1,7,8,7,2,1,4,2,33,25.4,Win,12.00
Postseason,6,2011,5/13/2012,ECS,MIA,Home,IND,1,W (+9),1,43:15:00,12,26,0.462,0,3,0,8,10,0.8,6,9,15,5,2,1,1,1,32,29.5,Win,9.00
Postseason,7,2011,5/15/2012,ECS,MIA,Home,IND,2,L (-3),1,42:49:00,10,22,0.455,0,4,0,8,13,0.615,4,5,9,5,6,0,2,0,28,26.4,Loss,-3.00
Postseason,8,2011,5/17/2012,ECS,MIA,Away,IND,3,L (-19),1,40:06:00,10,22,0.455,1,4,0.25,1,3,0.333,1,6,7,3,2,0,4,1,24,12,Loss,-19.00
Postseason,9,2011,5/20/2012,ECS,MIA,Away,IND,4,W (+8),1,43:54:00,14,27,0.519,0,0,,12,16,0.75,6,12,18,9,2,2,5,1,40,37.2,Win,8.00
Postseason,10,2011,5/22/2012,ECS,MIA,Home,IND,5,W (+32),1,38:09:00,12,19,0.632,2,4,0.5,4,4,1,3,7,10,8,1,1,4,1,34,28.6,Win,32.00
Postseason,11,2011,5/24/2012,ECS,MIA,Away,IND,6,W (+12),1,44:46:00,12,23,0.522,0,3,0,4,5,0.8,1,5,6,7,3,0,1,1,28,25,Win,12.00
Postseason,12,2011,5/28/2012,ECF,MIA,Home,BOS,1,W (+14),1,43:53:00,13,22,0.591,0,3,0,6,9,0.667,1,12,13,3,1,3,3,2,32,26.3,Win,14.00
Postseason,13,2011,5/30/2012,ECF,MIA,Home,BOS,2,W (+4),1,47:39:00,7,20,0.35,2,6,0.333,18,24,0.75,4,6,10,7,1,1,1,2,38,29.8,Win,4.00
Postseason,14,2011,6/1/2012,ECF,MIA,Away,BOS,3,L (-10),1,43:18:00,16,26,0.615,1,4,0.25,1,5,0.2,0,8,8,5,2,2,3,4,36,25.3,Loss,-10.00
Postseason,15,2011,6/3/2012,ECF,MIA,Away,BOS,4,L (-2),1,48:06:00,12,25,0.48,1,3,0.333,4,8,0.5,1,5,6,3,1,1,7,6,31,11.3,Loss,-2.00
Postseason,16,2011,6/5/2012,ECF,MIA,Home,BOS,5,L (-4),1,45:20:00,11,25,0.44,2,6,0.333,6,8,0.75,3,10,13,2,2,1,3,1,34,21.9,Loss,-4.00
Postseason,17,2011,6/7/2012,ECF,MIA,Away,BOS,6,W (+19),1,44:49:00,19,26,0.731,2,4,0.5,5,9,0.556,2,13,15,5,0,0,4,3,49,36.4,Win,19.00
Postseason,18,2011,6/9/2012,ECF,MIA,Home,BOS,7,W (+13),1,47:32:00,9,21,0.429,1,5,0.2,12,17,0.706,2,10,12,2,1,1,3,0,33,22.4,Win,13.00
Postseason,19,2011,6/12/2012,FIN,MIA,Away,OKC,1,L (-11),1,45:50:00,11,24,0.458,1,3,0.333,7,9,0.778,1,8,9,4,4,0,4,1,32,22.3,Loss,-11.00
Postseason,20,2011,6/14/2012,FIN,MIA,Away,OKC,2,W (+4),1,42:19:00,10,22,0.455,0,2,0,12,12,1,2,6,8,5,1,0,2,4,32,24.7,Win,4.00
Postseason,21,2011,6/17/2012,FIN,MIA,Home,OKC,3,W (+6),1,43:50:00,11,23,0.478,1,4,0.25,6,8,0.75,5,9,14,3,0,0,4,1,31,20.4,Win,6.00
Postseason,22,2011,6/19/2012,FIN,MIA,Home,OKC,4,W (+6),1,44:21:00,10,20,0.5,1,4,0.25,5,8,0.625,3,6,9,12,2,0,3,2,28,25.3,Win,6.00
Postseason,23,2011,6/21/2012,FIN,MIA,Home,OKC,5,W (+15),1,44:09:00,9,19,0.474,0,3,0,8,9,0.889,4,7,11,13,1,2,6,2,26,25.5,Win,15.00
Postseason,1,2012,4/21/2013,EC1,MIA,Home,MIL,1,W (+23),1,34:31:00,9,11,0.818,1,2,0.5,8,11,0.727,2,8,10,8,0,0,5,2,29,25.3,Win,23.00
Postseason,2,2012,4/23/2013,EC1,MIA,Home,MIL,2,W (+12),1,38:39:00,6,14,0.429,0,3,0,7,8,0.875,1,7,8,6,1,0,4,2,19,14.4,Win,12.00
Postseason,3,2012,4/25/2013,EC1,MIA,Away,MIL,3,W (+13),1,32:48:00,9,14,0.643,2,4,0.5,2,4,0.5,0,5,5,6,0,0,5,2,26,14.9,Win,13.00
Postseason,4,2012,4/28/2013,EC1,MIA,Away,MIL,4,W (+11),1,41:06:00,13,20,0.65,0,2,0,4,7,0.571,2,6,8,7,3,1,5,3,30,25.6,Win,11.00
Postseason,5,2012,5/6/2013,ECS,MIA,Home,CHI,1,L (-7),1,43:44:00,8,17,0.471,1,3,0.333,7,9,0.778,2,6,8,7,2,1,2,2,26,22.5,Loss,-7.00
Postseason,6,2012,5/8/2013,ECS,MIA,Home,CHI,2,W (+37),1,32:29:00,7,12,0.583,1,3,0.333,4,8,0.5,0,5,5,9,3,0,3,1,21,19.2,Win,37.00
Postseason,7,2012,5/10/2013,ECS,MIA,Away,CHI,3,W (+10),1,44:25:00,6,17,0.353,2,4,0.5,11,11,1,0,8,8,7,2,0,1,0,29,23.8,Win,10.00
Postseason,8,2012,5/13/2013,ECS,MIA,Away,CHI,4,W (+23),1,43:12:00,9,20,0.45,1,4,0.25,8,9,0.889,0,7,7,8,2,0,5,0,29,20.9,Win,23.00
Postseason,9,2012,5/15/2013,ECS,MIA,Home,CHI,5,W (+3),1,44:26:00,5,14,0.357,1,3,0.333,12,15,0.8,0,7,7,8,2,0,2,3,25,20.5,Win,3.00
Postseason,10,2012,5/22/2013,ECF,MIA,Home,IND,1,W (+1),1,46:33:00,12,24,0.5,2,6,0.333,4,7,0.571,3,7,10,10,0,3,4,5,34,24.1,Win,1.00
Postseason,11,2012,5/24/2013,ECF,MIA,Home,IND,2,L (-4),1,45:17:00,14,20,0.7,3,7,0.429,5,7,0.714,4,4,8,3,3,1,5,3,42,30.4,Loss,-4.00
Postseason,12,2012,5/26/2013,ECF,MIA,Away,IND,3,W (+18),1,41:13:00,8,17,0.471,0,1,0,6,6,1,0,4,4,3,0,0,0,0,22,16.6,Win,18.00
Postseason,13,2012,5/28/2013,ECF,MIA,Away,IND,4,L (-7),1,43:19:00,8,18,0.444,4,7,0.571,4,6,0.667,4,2,6,5,1,3,2,6,32,19.4,Loss,-7.00
Postseason,14,2012,5/30/2013,ECF,MIA,Home,IND,5,W (+11),1,44:29:00,13,26,0.5,3,7,0.429,1,4,0.25,0,8,8,6,2,1,3,1,36,21.7,Win,11.00
Postseason,15,2012,6/1/2013,ECF,MIA,Away,IND,6,L (-14),1,42:17:00,10,21,0.476,2,4,0.5,7,8,0.875,0,7,7,6,2,1,4,2,33,22.1,Loss,-14.00
Postseason,16,2012,6/3/2013,ECF,MIA,Home,IND,7,W (+23),1,40:49:00,8,17,0.471,1,2,0.5,15,16,0.938,2,6,8,4,2,1,2,1,34,29.2,Win,23.00
Postseason,17,2012,6/6/2013,FIN,MIA,Home,SAS,1,L (-4),1,41:35:00,7,16,0.438,1,5,0.2,3,4,0.75,2,16,18,10,0,0,2,0,20,20.4,Loss,-4.00
Postseason,18,2012,6/9/2013,FIN,MIA,Home,SAS,2,W (+19),1,40:33:00,7,17,0.412,1,3,0.333,2,2,1,1,7,8,7,3,3,2,2,19,17.9,Win,19.00
Postseason,19,2012,6/11/2013,FIN,MIA,Away,SAS,3,L (-36),1,39:07:00,7,21,0.333,1,5,0.2,0,0,,1,10,11,5,2,0,2,0,17,10.3,Loss,-36.00
Postseason,20,2012,6/13/2013,FIN,MIA,Away,SAS,4,W (+16),1,41:23:00,15,25,0.6,1,2,0.5,2,4,0.5,3,8,11,4,2,2,1,2,35,29.6,Win,16.00
Postseason,21,2012,6/16/2013,FIN,MIA,Away,SAS,5,L (-10),1,43:41:00,8,22,0.364,2,4,0.5,7,9,0.778,3,3,6,8,4,0,3,1,29,21.2,Loss,-10.00
