county_id,county_state,metro,ruc,economic,population,no_hs,high_school,some_college,bachelor,poverty,minor_poverty,home_income
1595,"Webster County,MO",Yes,2,0,37831,0.132,0.384,0.315,0.169,0.141,0.247,51141
1596,"Worth County,MO",No,9,1,2057,0.129,0.421,0.275,0.175,0.141,0.2,43119
1597,"Wright County,MO",No,6,1,18278,0.192,0.442,0.253,0.114,0.239,0.399,35293
1598,"St. Louis city,MO",Yes,1,0,312830,0.131,0.236,0.282,0.35,0.228,0.384,43263
1599,"Beaverhead County,MT",No,7,4,9367,0.046,0.292,0.307,0.355,0.138,0.17,47674
1600,"Big Horn County,MT",No,6,2,13304,0.118,0.358,0.35,0.174,0.256,0.337,40425
1601,"Blaine County,MT",No,9,1,6686,0.109,0.259,0.413,0.218,0.208,0.267,39237
1602,"Broadwater County,MT",No,9,0,5791,0.056,0.367,0.306,0.27,0.103,0.155,52840
1603,"Carbon County,MT",Yes,3,5,10462,0.059,0.288,0.333,0.32,0.117,0.152,53661
1604,"Carter County,MT",No,9,1,1180,0.071,0.362,0.392,0.175,0.137,0.201,47985
1605,"Cascade County,MT",Yes,3,0,81690,0.083,0.316,0.34,0.26,0.134,0.16,50054
1606,"Chouteau County,MT",No,8,1,5789,0.07,0.325,0.332,0.273,0.187,0.252,44645
1607,"Custer County,MT",No,7,0,11825,0.074,0.297,0.405,0.225,0.125,0.162,50525
1608,"Daniels County,MT",No,9,1,1746,0.047,0.382,0.352,0.219,0.101,0.101,44659
1609,"Dawson County,MT",No,7,0,9156,0.059,0.371,0.36,0.21,0.114,0.134,56167
1610,"Deer Lodge County,MT",No,7,4,9132,0.102,0.377,0.347,0.174,0.159,0.216,45641
1611,"Fallon County,MT",No,9,2,3028,0.048,0.357,0.421,0.173,0.092,0.114,62029
1612,"Fergus County,MT",No,7,0,11328,0.068,0.298,0.344,0.289,0.122,0.162,49147
1613,"Flathead County,MT",No,5,5,96863,0.061,0.299,0.341,0.299,0.112,0.155,54382
1614,"Gallatin County,MT",No,5,4,102150,0.033,0.188,0.289,0.49,0.09,0.076,67569
1615,"Garfield County,MT",No,9,1,1267,0.046,0.416,0.37,0.168,0.163,0.274,44580
1616,"Glacier County,MT",No,7,4,13668,0.111,0.416,0.284,0.19,0.27,0.354,37719
1617,"Golden Valley County,MT",Yes,3,1,832,0.052,0.4,0.288,0.259,0.189,0.326,38782
1618,"Granite County,MT",No,8,5,3232,0.086,0.331,0.316,0.266,0.134,0.201,48410
1619,"Hill County,MT",No,7,0,16382,0.104,0.297,0.354,0.245,0.135,0.176,50136
1620,"Jefferson County,MT",No,9,0,11711,0.052,0.285,0.323,0.34,0.077,0.104,68381
1621,"Judith Basin County,MT",No,8,1,1969,0.047,0.334,0.332,0.286,0.133,0.168,50197
1622,"Lake County,MT",No,6,5,29595,0.088,0.297,0.335,0.28,0.182,0.262,44833
1623,"Lewis and Clark County,MT",No,5,4,66448,0.05,0.245,0.32,0.386,0.105,0.134,63860
1624,"Liberty County,MT",No,9,1,2385,0.25,0.238,0.347,0.166,0.19,0.269,42742
1625,"Lincoln County,MT",No,7,4,19429,0.122,0.349,0.326,0.202,0.203,0.337,40602
1626,"McCone County,MT",No,9,1,1708,0.068,0.411,0.36,0.161,0.142,0.179,43650
1627,"Madison County,MT",No,9,5,8071,0.047,0.338,0.327,0.289,0.092,0.146,53031
1628,"Meagher County,MT",No,9,5,1853,0.054,0.403,0.283,0.261,0.159,0.313,44572
1629,"Mineral County,MT",No,8,5,4213,0.108,0.363,0.356,0.173,0.14,0.249,43458
1630,"Missoula County,MT",Yes,3,4,114840,0.045,0.213,0.317,0.425,0.127,0.132,56207
1631,"Musselshell County,MT",No,8,2,4620,0.105,0.425,0.329,0.141,0.15,0.272,43371
1632,"Park County,MT",No,7,5,16117,0.046,0.316,0.314,0.324,0.105,0.134,61044
1633,"Petroleum County,MT",No,9,1,494,0.012,0.405,0.293,0.29,0.162,0.315,41009
1634,"Phillips County,MT",No,9,1,4142,0.106,0.358,0.331,0.205,0.152,0.224,44730
1635,"Pondera County,MT",No,7,0,6058,0.074,0.34,0.338,0.248,0.178,0.268,42890
1636,"Powder River County,MT",No,9,5,1750,0.052,0.284,0.4,0.264,0.122,0.164,47378
1637,"Powell County,MT",No,6,4,6883,0.113,0.371,0.307,0.21,0.181,0.208,48966
1638,"Prairie County,MT",No,9,4,1128,0.072,0.383,0.336,0.209,0.135,0.239,42754
1639,"Ravalli County,MT",No,6,0,41618,0.09,0.303,0.336,0.271,0.155,0.23,50055
1640,"Richland County,MT",No,7,2,11078,0.077,0.381,0.352,0.19,0.087,0.103,67242
1641,"Roosevelt County,MT",No,7,0,11096,0.132,0.346,0.35,0.171,0.254,0.292,40179
1642,"Rosebud County,MT",No,9,2,9230,0.129,0.321,0.37,0.18,0.17,0.22,57674
1643,"Sanders County,MT",No,8,0,11503,0.107,0.427,0.295,0.171,0.16,0.248,39861
1644,"Sheridan County,MT",No,9,1,3530,0.076,0.293,0.394,0.236,0.109,0.132,51690
1645,"Silver Bow County,MT",No,5,2,34649,0.082,0.338,0.317,0.264,0.167,0.201,47302
1646,"Stillwater County,MT",No,8,2,9336,0.051,0.358,0.338,0.253,0.081,0.109,66226
1647,"Sweet Grass County,MT",No,9,2,3650,0.049,0.371,0.325,0.255,0.1,0.124,52747
1648,"Teton County,MT",No,8,1,6063,0.078,0.324,0.354,0.244,0.158,0.215,48368
1649,"Toole County,MT",No,7,2,5027,0.148,0.391,0.316,0.145,0.151,0.179,46326
1650,"Treasure County,MT",No,8,1,686,0.058,0.356,0.351,0.235,0.114,0.22,50774
1651,"Valley County,MT",No,7,1,7492,0.062,0.374,0.356,0.209,0.137,0.168,48390
1652,"Wheatland County,MT",No,9,0,2140,0.202,0.353,0.247,0.198,0.19,0.278,38449
1653,"Wibaux County,MT",No,9,1,1043,0.126,0.406,0.259,0.208,0.12,0.134,49532
1654,"Yellowstone County,MT",Yes,3,0,156168,0.063,0.303,0.324,0.31,0.109,0.12,59975
1655,"Adams County,NE",No,4,0,31554,0.1,0.28,0.371,0.249,0.118,0.144,55167
1656,"Antelope County,NE",No,9,1,6418,0.076,0.33,0.403,0.191,0.126,0.167,55371
1657,"Arthur County,NE",No,9,1,457,0.057,0.264,0.4,0.279,0.129,0.175,46862
1658,"Banner County,NE",No,9,1,706,0.029,0.292,0.472,0.207,0.125,0.25,53865
1659,"Blaine County,NE",No,9,4,479,0.037,0.318,0.418,0.227,0.162,0.242,44467
1660,"Boone County,NE",No,9,1,5344,0.058,0.343,0.393,0.206,0.092,0.131,51911
1661,"Box Butte County,NE",No,7,0,11112,0.083,0.336,0.4,0.182,0.137,0.189,57952
1662,"Boyd County,NE",No,9,1,2000,0.054,0.417,0.346,0.182,0.139,0.251,42431
1663,"Brown County,NE",No,9,1,3007,0.08,0.408,0.315,0.198,0.125,0.171,46191
1664,"Buffalo County,NE",No,4,0,48447,0.07,0.249,0.334,0.347,0.107,0.116,59193
1665,"Burt County,NE",No,8,1,6582,0.096,0.37,0.353,0.181,0.108,0.138,57548
1666,"Butler County,NE",No,6,1,8117,0.079,0.377,0.346,0.199,0.091,0.109,57208
1667,"Cass County,NE",Yes,2,0,25639,0.051,0.299,0.376,0.274,0.074,0.094,75177
1668,"Cedar County,NE",No,9,1,8580,0.074,0.352,0.379,0.194,0.087,0.117,64570
1669,"Chase County,NE",No,9,1,3948,0.114,0.252,0.426,0.208,0.095,0.116,54866
1670,"Cherry County,NE",No,7,1,5777,0.087,0.327,0.374,0.212,0.122,0.163,49782
1671,"Cheyenne County,NE",No,7,0,9870,0.067,0.283,0.388,0.262,0.113,0.143,53132
1672,"Clay County,NE",No,8,1,6277,0.093,0.327,0.396,0.184,0.11,0.146,56259
1673,"Colfax County,NE",No,7,3,10673,0.298,0.296,0.261,0.145,0.104,0.127,55787
1674,"Cuming County,NE",No,7,1,9011,0.126,0.361,0.28,0.232,0.089,0.113,59219
1675,"Custer County,NE",No,7,1,10843,0.071,0.317,0.402,0.209,0.12,0.156,49995
1676,"Dakota County,NE",Yes,3,3,20399,0.254,0.364,0.256,0.125,0.124,0.18,55522
1677,"Dawes County,NE",No,7,4,8943,0.047,0.239,0.344,0.37,0.171,0.192,47487
1678,"Dawson County,NE",No,7,3,23897,0.221,0.32,0.302,0.156,0.121,0.163,56818
1679,"Deuel County,NE",No,9,1,1885,0.102,0.334,0.406,0.158,0.118,0.202,47097
1680,"Dixon County,NE",Yes,3,1,5786,0.114,0.362,0.318,0.205,0.097,0.11,54635
1681,"Dodge County,NE",No,4,0,36676,0.107,0.363,0.345,0.186,0.098,0.119,51682
1682,"Douglas County,NE",Yes,2,0,548646,0.1,0.213,0.298,0.389,0.116,0.133,64580
1683,"Dundy County,NE",No,9,1,1832,0.181,0.223,0.402,0.194,0.14,0.214,48574
1684,"Fillmore County,NE",No,8,1,5627,0.081,0.361,0.359,0.199,0.089,0.118,56697
1685,"Franklin County,NE",No,9,1,3038,0.073,0.355,0.406,0.166,0.134,0.184,48778
1686,"Frontier County,NE",No,9,1,2662,0.046,0.305,0.449,0.2,0.142,0.193,43650
1687,"Furnas County,NE",No,9,1,4811,0.114,0.332,0.364,0.189,0.126,0.176,49685
1688,"Gage County,NE",No,6,0,21720,0.103,0.352,0.343,0.202,0.112,0.139,49931
1689,"Garden County,NE",No,9,1,1928,0.068,0.313,0.37,0.249,0.151,0.262,39192
1690,"Garfield County,NE",No,9,1,2002,0.039,0.305,0.434,0.222,0.131,0.182,46245
1691,"Gosper County,NE",No,9,1,2020,0.043,0.351,0.342,0.264,0.091,0.156,59722
1692,"Grant County,NE",No,9,1,642,0.032,0.371,0.345,0.252,0.106,0.179,56724
1693,"Greeley County,NE",No,8,1,2429,0.063,0.338,0.426,0.174,0.128,0.192,45221
1694,"Hall County,NE",Yes,3,3,60780,0.153,0.31,0.327,0.209,0.13,0.184,53792
1695,"Hamilton County,NE",Yes,3,1,9161,0.053,0.307,0.379,0.26,0.065,0.081,60608
1696,"Harlan County,NE",No,9,1,3429,0.099,0.291,0.396,0.214,0.111,0.157,49321
1697,"Hayes County,NE",No,9,1,914,0.118,0.266,0.435,0.181,0.162,0.187,47047
1698,"Hitchcock County,NE",No,9,1,2850,0.073,0.375,0.366,0.186,0.153,0.211,43880
1699,"Holt County,NE",No,7,1,10268,0.073,0.33,0.385,0.212,0.121,0.164,55965
1700,"Hooker County,NE",No,9,5,699,0.065,0.346,0.35,0.239,0.083,0.128,46220
1701,"Howard County,NE",Yes,3,1,6378,0.072,0.374,0.35,0.205,0.102,0.123,52292
1702,"Jefferson County,NE",No,7,0,7253,0.088,0.399,0.36,0.153,0.118,0.153,47075
1703,"Johnson County,NE",No,8,4,5196,0.138,0.422,0.28,0.16,0.138,0.139,52401
1704,"Kearney County,NE",No,7,3,6537,0.039,0.342,0.393,0.227,0.092,0.127,64456
1705,"Keith County,NE",No,7,5,8142,0.088,0.318,0.387,0.207,0.119,0.194,52086
1706,"Keya Paha County,NE",No,9,1,800,0.047,0.356,0.368,0.229,0.183,0.325,48429
1707,"Kimball County,NE",No,8,0,3679,0.115,0.338,0.366,0.182,0.125,0.166,46986
1708,"Knox County,NE",No,9,1,8495,0.088,0.333,0.362,0.217,0.134,0.174,47906
1709,"Lancaster County,NE",Yes,2,4,305788,0.065,0.219,0.328,0.388,0.124,0.127,58618
1710,"Lincoln County,NE",No,5,0,35556,0.068,0.3,0.411,0.221,0.101,0.131,56803
1711,"Logan County,NE",No,9,1,772,0.074,0.28,0.45,0.197,0.093,0.117,55531
1712,"Loup County,NE",No,9,1,611,0.022,0.354,0.393,0.232,0.171,0.281,47797
1713,"McPherson County,NE",No,9,1,504,0.109,0.249,0.393,0.249,0.116,0.169,53207
1714,"Madison County,NE",No,5,0,35043,0.099,0.307,0.37,0.224,0.117,0.127,55226
1715,"Merrick County,NE",Yes,3,1,7813,0.06,0.33,0.436,0.174,0.107,0.144,56493
1716,"Morrill County,NE",No,9,1,4870,0.134,0.329,0.356,0.181,0.145,0.189,49151
1717,"Nance County,NE",No,8,1,3577,0.085,0.365,0.351,0.198,0.117,0.139,47279
1718,"Nemaha County,NE",No,7,0,7045,0.07,0.314,0.335,0.281,0.127,0.138,52069
1719,"Nuckolls County,NE",No,9,1,4319,0.076,0.386,0.347,0.191,0.11,0.168,46954
1720,"Otoe County,NE",No,6,0,15875,0.085,0.364,0.334,0.218,0.094,0.115,60734
1721,"Pawnee County,NE",No,9,1,2688,0.118,0.401,0.306,0.175,0.138,0.212,45487
1722,"Perkins County,NE",No,9,1,2909,0.107,0.253,0.382,0.258,0.103,0.119,57251
1723,"Phelps County,NE",No,7,1,9136,0.063,0.319,0.358,0.259,0.095,0.119,59003
1724,"Pierce County,NE",No,9,1,7173,0.052,0.344,0.381,0.223,0.098,0.115,57367
1725,"Platte County,NE",No,5,3,32896,0.113,0.307,0.358,0.222,0.085,0.106,63656
1726,"Polk County,NE",No,9,1,5263,0.08,0.33,0.379,0.211,0.085,0.118,59815
1727,"Red Willow County,NE",No,7,0,10845,0.079,0.317,0.416,0.188,0.11,0.145,49034
1728,"Richardson County,NE",No,7,1,8068,0.068,0.357,0.393,0.182,0.13,0.178,47573
1729,"Rock County,NE",No,9,1,1428,0.051,0.389,0.351,0.209,0.146,0.236,48260
1730,"Saline County,NE",No,6,3,14270,0.157,0.352,0.347,0.143,0.124,0.146,54569
1731,"Sarpy County,NE",Yes,2,0,174942,0.048,0.211,0.341,0.401,0.057,0.064,79358
1732,"Saunders County,NE",Yes,2,0,20980,0.072,0.298,0.376,0.254,0.078,0.083,67897
1733,"Scotts Bluff County,NE",No,5,0,36359,0.125,0.289,0.363,0.224,0.143,0.19,50247
1734,"Seward County,NE",Yes,2,0,17055,0.059,0.269,0.38,0.292,0.072,0.073,71024
1735,"Sheridan County,NE",No,9,1,5271,0.096,0.343,0.325,0.236,0.165,0.265,43819
1736,"Sherman County,NE",No,8,1,3058,0.07,0.388,0.36,0.182,0.14,0.212,47499
1737,"Sioux County,NE",No,9,1,1258,0.067,0.31,0.357,0.266,0.167,0.268,50861
1738,"Stanton County,NE",No,9,3,6014,0.07,0.323,0.44,0.166,0.075,0.105,66228
1739,"Thayer County,NE",No,9,1,5120,0.073,0.352,0.376,0.198,0.108,0.148,51299
1740,"Thomas County,NE",No,9,1,699,0.075,0.293,0.392,0.24,0.15,0.234,48275
1741,"Thurston County,NE",No,8,1,7097,0.124,0.329,0.38,0.167,0.239,0.327,45405
1742,"Valley County,NE",No,9,1,4211,0.075,0.363,0.334,0.228,0.124,0.161,48604
1743,"Washington County,NE",Yes,2,0,20206,0.043,0.309,0.345,0.303,0.069,0.07,77838
1744,"Wayne County,NE",No,6,1,9378,0.042,0.254,0.359,0.345,0.139,0.099,55970
1745,"Webster County,NE",No,9,1,3609,0.078,0.349,0.347,0.226,0.132,0.163,45058
1746,"Wheeler County,NE",No,9,1,800,0.048,0.343,0.436,0.173,0.14,0.196,53369
1747,"York County,NE",No,6,0,13771,0.063,0.295,0.361,0.281,0.097,0.12,61478
1748,"Churchill County,NV",No,6,0,24181,0.091,0.324,0.411,0.175,0.114,0.18,58429
1749,"Clark County,NV",Yes,1,5,2107950,0.143,0.286,0.332,0.239,0.14,0.197,57155
1750,"Douglas County,NV",No,4,5,47688,0.063,0.241,0.408,0.289,0.072,0.118,70495
1751,"Elko County,NV",No,5,2,51696,0.148,0.296,0.374,0.182,0.083,0.101,79134
1752,"Esmeralda County,NV",No,9,2,822,0.122,0.423,0.29,0.165,0.144,0.206,50179
1753,"Eureka County,NV",No,9,2,1980,0.068,0.39,0.425,0.117,0.095,0.096,70036
1754,"Humboldt County,NV",No,7,2,16840,0.164,0.343,0.33,0.163,0.119,0.175,72873
1755,"Lander County,NV",No,7,2,5737,0.151,0.387,0.347,0.116,0.111,0.137,79278
1756,"Lincoln County,NV",No,8,4,5209,0.144,0.327,0.351,0.177,0.134,0.164,55504
1757,"Lyon County,NV",No,4,0,52950,0.129,0.325,0.406,0.14,0.105,0.18,59732
1758,"Mineral County,NV",No,7,0,4505,0.129,0.367,0.36,0.144,0.211,0.27,44438
1759,"Nye County,NV",No,4,0,43693,0.142,0.369,0.374,0.115,0.152,0.259,47031
1760,"Pershing County,NV",No,9,2,6633,0.183,0.337,0.332,0.148,0.183,0.181,42522
1761,"Storey County,NV",Yes,2,0,3939,0.052,0.3,0.362,0.287,0.076,0.116,68236
1762,"Washoe County,NV",Yes,2,5,445149,0.117,0.239,0.339,0.305,0.104,0.135,63636
1763,"White Pine County,NV",No,7,2,9812,0.141,0.379,0.331,0.149,0.133,0.156,58942
1764,"Carson City,NV",Yes,3,4,54550,0.127,0.275,0.375,0.223,0.113,0.169,56382
1765,"Belknap County,NH",No,4,5,60582,0.074,0.285,0.316,0.324,0.069,0.116,64777
1766,"Carroll County,NH",No,6,5,47839,0.062,0.299,0.303,0.336,0.09,0.143,59413
1767,"Cheshire County,NH",No,4,0,76279,0.07,0.313,0.291,0.326,0.102,0.129,60251
1768,"Coos County,NH",No,7,5,32162,0.114,0.401,0.305,0.181,0.131,0.21,44259
1769,"Grafton County,NH",No,5,5,89677,0.072,0.27,0.253,0.405,0.09,0.125,65163
1770,"Hillsborough County,NH",Yes,2,0,409355,0.082,0.263,0.282,0.373,0.074,0.1,78714
1771,"Merrimack County,NH",No,4,4,148800,0.063,0.278,0.303,0.356,0.07,0.09,74351
1772,"Rockingham County,NH",Yes,1,0,303098,0.052,0.251,0.29,0.407,0.053,0.067,93645
1773,"Strafford County,NH",Yes,1,4,127446,0.075,0.28,0.289,0.356,0.097,0.109,69919
1774,"Sullivan County,NH",No,7,0,43210,0.089,0.372,0.27,0.268,0.112,0.152,60034
1775,"Atlantic County,NJ",Yes,2,5,268993,0.131,0.321,0.274,0.274,0.128,0.191,60826
1776,"Bergen County,NJ",Yes,1,0,924709,0.078,0.235,0.205,0.483,0.068,0.082,100181
1777,"Burlington County,NJ",Yes,1,0,446676,0.064,0.283,0.278,0.375,0.062,0.079,84470
1778,"Camden County,NJ",Yes,1,0,508178,0.116,0.301,0.266,0.318,0.129,0.184,67135
1779,"Cape May County,NJ",Yes,3,5,94259,0.088,0.326,0.272,0.315,0.103,0.155,62175
1780,"Cumberland County,NJ",Yes,3,0,153773,0.221,0.385,0.247,0.147,0.152,0.218,51790
1781,"Essex County,NJ",Yes,1,0,791777,0.143,0.281,0.228,0.348,0.149,0.21,62875
1782,"Gloucester County,NJ",Yes,1,0,290604,0.071,0.33,0.28,0.319,0.076,0.089,81315
1783,"Hudson County,NJ",Yes,1,0,662060,0.158,0.257,0.176,0.409,0.143,0.223,73337
1784,"Hunterdon County,NJ",Yes,1,0,125490,0.049,0.212,0.219,0.52,0.044,0.04,112335
1785,"Mercer County,NJ",Yes,2,4,368095,0.12,0.245,0.216,0.42,0.109,0.137,79979
1786,"Middlesex County,NJ",Yes,1,0,823122,0.102,0.257,0.214,0.427,0.082,0.112,87666
1787,"Monmouth County,NJ",Yes,1,0,624228,0.068,0.24,0.242,0.449,0.067,0.091,99223
1788,"Morris County,NJ",Yes,1,0,493696,0.057,0.202,0.206,0.536,0.047,0.05,112396
1789,"Ocean County,NJ",Yes,1,5,589313,0.082,0.339,0.287,0.292,0.097,0.161,68483
1790,"Passaic County,NJ",Yes,1,0,503751,0.166,0.341,0.212,0.281,0.136,0.219,71959
1791,"Salem County,NJ",Yes,1,0,63826,0.123,0.377,0.29,0.209,0.112,0.162,64524
1792,"Somerset County,NJ",Yes,1,0,328843,0.053,0.2,0.202,0.545,0.049,0.052,119731
1793,"Sussex County,NJ",Yes,1,5,143409,0.052,0.314,0.285,0.349,0.052,0.059,92284
1794,"Union County,NJ",Yes,1,0,549717,0.138,0.287,0.224,0.351,0.078,0.107,80737
1795,"Warren County,NJ",Yes,2,0,106611,0.088,0.315,0.278,0.318,0.067,0.089,77571
1796,"Bernalillo County,NM",Yes,2,4,674767,0.112,0.232,0.316,0.339,0.165,0.222,51372
1797,"Catron County,NM",No,9,1,3562,0.061,0.429,0.288,0.222,0.233,0.402,34777
1798,"Chaves County,NM",No,5,0,65427,0.22,0.278,0.325,0.178,0.189,0.241,43527
1799,"Cibola County,NM",No,6,4,27025,0.174,0.318,0.374,0.134,0.286,0.343,38097
1800,"Colfax County,NM",No,7,4,12559,0.108,0.328,0.359,0.205,0.198,0.302,41592
1801,"Curry County,NM",No,5,0,49865,0.17,0.275,0.357,0.198,0.172,0.256,47202
1802,"De Baca County,NM",No,9,1,1862,0.137,0.397,0.368,0.098,0.204,0.363,35087
1803,"Doña Ana County,NM",Yes,3,4,214216,0.206,0.226,0.293,0.275,0.249,0.333,38409
1804,"Eddy County,NM",No,5,2,56785,0.155,0.369,0.317,0.159,0.157,0.178,58320
1805,"Grant County,NM",No,7,2,28288,0.129,0.255,0.343,0.273,0.207,0.303,38341
1806,"Guadalupe County,NM",No,7,5,4432,0.201,0.42,0.262,0.116,0.243,0.294,29515
1807,"Harding County,NM",No,9,1,688,0.12,0.329,0.308,0.243,0.167,0.203,37544
1808,"Hidalgo County,NM",No,9,4,4456,0.208,0.337,0.313,0.142,0.257,0.366,39882
1809,"Lea County,NM",No,5,2,69200,0.271,0.324,0.275,0.13,0.161,0.182,51656
1810,"Lincoln County,NM",No,7,5,19637,0.085,0.291,0.331,0.293,0.164,0.293,45095
1811,"Los Alamos County,NM",No,6,0,18251,0.022,0.099,0.215,0.665,0.039,0.031,124947
1812,"Luna County,NM",No,6,4,24371,0.314,0.321,0.243,0.122,0.272,0.378,30570
1813,"McKinley County,NM",No,5,4,72517,0.246,0.337,0.301,0.116,0.323,0.428,33976
1814,"Mora County,NM",No,9,4,4608,0.084,0.349,0.455,0.112,0.235,0.318,34491
1815,"Otero County,NM",No,4,4,65393,0.165,0.272,0.373,0.19,0.203,0.296,42701
1816,"Quay County,NM",No,7,0,8480,0.172,0.399,0.271,0.158,0.241,0.377,33085
1817,"Rio Arriba County,NM",No,4,0,39471,0.138,0.313,0.365,0.185,0.22,0.287,41511
1818,"Roosevelt County,NM",No,7,1,19238,0.191,0.297,0.261,0.251,0.226,0.276,41700
1819,"Sandoval County,NM",Yes,2,3,139235,0.103,0.25,0.347,0.3,0.126,0.159,57036
1820,"San Juan County,NM",Yes,3,2,127957,0.158,0.307,0.383,0.152,0.231,0.269,46578
1821,"San Miguel County,NM",No,6,4,28213,0.188,0.263,0.322,0.227,0.282,0.341,35292
1822,"Santa Fe County,NM",Yes,3,4,148020,0.111,0.229,0.251,0.409,0.122,0.177,60187
1823,"Sierra County,NM",No,6,4,11271,0.153,0.284,0.358,0.205,0.257,0.425,31741
1824,"Socorro County,NM",No,6,4,17128,0.209,0.364,0.215,0.212,0.296,0.36,33989
1825,"Taos County,NM",No,7,5,32850,0.109,0.263,0.348,0.28,0.214,0.286,38405
1826,"Torrance County,NM",Yes,2,0,15696,0.142,0.366,0.336,0.156,0.252,0.354,39123
1827,"Union County,NM",No,9,1,4234,0.2,0.421,0.252,0.127,0.204,0.272,40426
1828,"Valencia County,NM",Yes,2,0,75987,0.17,0.328,0.332,0.171,0.173,0.242,46365
1829,"Albany County,NY",Yes,2,4,306781,0.073,0.241,0.273,0.413,0.113,0.153,64536
1830,"Allegany County,NY",No,7,5,47320,0.1,0.367,0.331,0.202,0.17,0.228,46262
1831,"Bronx County,NY",Yes,1,0,1428776,0.28,0.276,0.245,0.198,0.273,0.376,38566
1832,"Broome County,NY",Yes,2,0,195562,0.095,0.311,0.311,0.283,0.173,0.239,50928
1833,"Cattaraugus County,NY",No,4,0,78083,0.115,0.394,0.3,0.191,0.171,0.244,48017
1834,"Cayuga County,NY",No,4,0,78220,0.123,0.33,0.324,0.223,0.13,0.176,52945
1835,"Chautauqua County,NY",No,4,0,130372,0.111,0.359,0.313,0.217,0.183,0.27,45689
1836,"Chemung County,NY",Yes,3,0,86174,0.097,0.36,0.305,0.239,0.135,0.2,52565
1837,"Chenango County,NY",No,6,3,48694,0.118,0.39,0.308,0.183,0.151,0.223,50312
1838,"Clinton County,NY",No,5,4,81003,0.121,0.373,0.277,0.229,0.132,0.169,55517
1839,"Columbia County,NY",No,6,5,61233,0.096,0.305,0.286,0.313,0.117,0.164,64916
1840,"Cortland County,NY",No,4,0,48295,0.093,0.327,0.312,0.269,0.169,0.184,51751
1841,"Delaware County,NY",No,6,3,45893,0.118,0.377,0.286,0.219,0.159,0.262,47382
1842,"Dutchess County,NY",Yes,1,0,294522,0.095,0.262,0.291,0.352,0.092,0.11,79604
1843,"Erie County,NY",Yes,1,0,919827,0.086,0.277,0.3,0.337,0.137,0.192,56375
1844,"Essex County,NY",No,6,4,38017,0.089,0.329,0.307,0.276,0.117,0.161,54376
1845,"Franklin County,NY",No,7,4,50843,0.132,0.376,0.298,0.194,0.167,0.221,48722
1846,"Fulton County,NY",No,4,0,54048,0.126,0.357,0.339,0.178,0.13,0.198,51388
1847,"Genesee County,NY",No,4,0,58403,0.079,0.366,0.339,0.215,0.099,0.141,58925
1848,"Greene County,NY",No,6,4,47851,0.128,0.382,0.27,0.221,0.13,0.179,54514
1849,"Hamilton County,NY",No,8,5,4616,0.174,0.285,0.348,0.193,0.091,0.155,59020
1850,"Herkimer County,NY",Yes,2,5,62802,0.101,0.37,0.32,0.21,0.135,0.201,53168
1851,"Jefferson County,NY",Yes,3,0,114762,0.089,0.34,0.348,0.223,0.123,0.16,52798
1852,"Kings County,NY",Yes,1,0,2582700,0.184,0.256,0.195,0.365,0.189,0.26,60862
1853,"Lewis County,NY",No,6,5,26790,0.102,0.461,0.274,0.163,0.122,0.18,52660
1854,"Livingston County,NY",Yes,1,4,64138,0.103,0.329,0.314,0.254,0.125,0.141,61027
1855,"Madison County,NY",Yes,2,0,71790,0.088,0.34,0.302,0.27,0.108,0.143,59114
1856,"Monroe County,NY",Yes,1,0,744448,0.097,0.24,0.287,0.377,0.144,0.189,60240
1857,"Montgomery County,NY",No,4,0,49538,0.142,0.352,0.332,0.175,0.158,0.247,43799
1858,"Nassau County,NY",Yes,1,0,1353367,0.088,0.23,0.23,0.452,0.058,0.076,115301
1859,"New York County,NY",Yes,1,0,1624719,0.13,0.124,0.137,0.608,0.156,0.197,84610
1860,"Niagara County,NY",Yes,1,0,212434,0.088,0.342,0.332,0.238,0.13,0.185,55013
1861,"Oneida County,NY",Yes,2,4,231430,0.114,0.329,0.31,0.247,0.148,0.201,54096
1862,"Onondaga County,NY",Yes,2,0,464697,0.093,0.253,0.3,0.355,0.137,0.202,59786
1863,"Ontario County,NY",Yes,1,0,109201,0.066,0.268,0.322,0.345,0.085,0.111,62930
1864,"Orange County,NY",Yes,1,0,377192,0.103,0.297,0.303,0.298,0.115,0.175,75048
1865,"Orleans County,NY",Yes,1,4,41486,0.129,0.388,0.324,0.159,0.126,0.176,52658
1866,"Oswego County,NY",Yes,2,0,119544,0.122,0.376,0.315,0.186,0.161,0.23,53745
1867,"Otsego County,NY",No,7,5,60599,0.088,0.32,0.283,0.309,0.125,0.159,54321
1868,"Putnam County,NY",Yes,1,0,99118,0.07,0.269,0.262,0.399,0.06,0.066,100887
1869,"Queens County,NY",Yes,1,0,2285406,0.185,0.276,0.224,0.315,0.116,0.152,68432
1870,"Rensselaer County,NY",Yes,2,0,159385,0.084,0.291,0.324,0.301,0.111,0.155,71084
1871,"Richmond County,NY",Yes,1,0,473164,0.115,0.309,0.246,0.33,0.117,0.152,79719
1872,"Rockland County,NY",Yes,1,0,321521,0.121,0.225,0.248,0.406,0.139,0.232,88960
1873,"St. Lawrence County,NY",No,4,4,110033,0.113,0.369,0.282,0.236,0.151,0.2,49356
1874,"Saratoga County,NY",Yes,2,5,226126,0.059,0.245,0.282,0.414,0.063,0.074,83210
